standard_text,dialect_text,dialect
এক কথায় সোনার টুকরো স্বামী আমার,এক কথায় সোনার টুকরো জামাই আমার,Mymensingh
"আমাকে বোঝে, আমার সব কথা শোনে","আমারে বুঝে, আমার সব কথা হুনে",Mymensingh
আমার হয়ে প্রতিবাদ করে আরো কত গুন,আমার হয়া প্রতিবাদ করে আরো কত গুন,Mymensingh
আমি তাকে এইগুলো শিখাইছি,আমি তারে এইগুলা শিখাইসি,Mymensingh
আমি রেগে থাকলেও সে বুঝতো না,আমি রাইজ্ঞা থাকলেও হেয় বুঝতো না,Mymensingh
আমি পাশে বসায়ে বলছি যে এই কাজের জন্য আমার খারাপ লাগছে,আমি পাশে বহায়া কইসি যে এই কামের লাইজ্ঞা আমার খারাপ লাগসে,Mymensingh
এখন তুমি আমার কাছে ক্ষমা চাও,এহন তুমি আমার কাসে মাফ চাও,Mymensingh
আমি তাকে কখনো তার কোনো কাজ নিয়ে খোটা দেই নি,আমি হেরে কহনো হের কোনো কাম নিয়া খোটা দেই নাই,Mymensingh
আমি একটা কষ্টের কথা বললে সে নিজের কষ্টের কথা বলছে,আমি একটা কষ্টের কথা কইলে হেয় নিজের কষ্টের কথা কইসে,Mymensingh
আমি আমার বিষয় সাইডে রেখে তাকে সান্ত্বনা দিছি,আমি আমার বিষয় সাইডে রাইক্ষা হেরে সান্ত্বনা দিসি,Mymensingh
সে যেভাবে আমাকে আশা করছে আমি নিজেকে সেভাবে উপস্থাপন করছি,হেয় যেমনে আমারে আশা করসে আমি নিজেরে ওমনে উপস্থাপন করসি,Mymensingh
আমার কখনো মনে হয় নি আমি কেন ছোট হবো,আমার কহনো মনে হয় নাই আমি কেন ছোট হবো,Mymensingh
ও আমার সাথে এটা করছে আমিও ওর সাথে এটা করবো,ও আমার লগে এইডা করসে আমিও ওর লগে এইডা করবাম,Mymensingh
ও বোঝে না আমার ঠেকা নাই বুঝানোর,ওয় বুঝে না আমার ঠেকা নাই বুঝানোর,Mymensingh
মানুষ যার যার নিজের মত,মানুষ যার যার নিজের মত,Mymensingh
আমি বিশ্বাস করি কাউকে যদি আমি নিজের মত চাই তাহলে নিজের মত বানিয়ে নিতে হবে,আমি বিশ্বাস করি কাউরে যদি আমি নিজের মত চাই তাইলে নিজের মত বানায়া নিতে হইব,Mymensingh
কাউকে নিজের মত বানানোর জন্য আগে আমাকে তার মত হতে হবে,কাউরে নিজের মত বানানোর লাইজ্ঞা আগে আমারে তার মত হইতে হইব,Mymensingh
এটা জরুরি না সব সময় সব কিছু অপর জন করবে,এটা জরুরি না বেগ সময় বেগ কিসু আরেকজন করব,Mymensingh
আপনি নিজে কিছু একটা করেন,আফনে  নিজে কিসু একটা করেন,Mymensingh
আমার স্বামী পর পর ৩ বছর আমার জন্মদিন মনেও রাখে নি,আমার জামাই পর পর ৩ বছর আমার জন্মদিন মনেও রাহে নাই,Mymensingh
আমি পর পর ৩ বছর তাকে সারপ্রাইজ দিয়েছি জন্মদিনে,আমি পর পর ৩ বছর তারে সারপ্রাইজ দিসি জন্মদিনে,Mymensingh
আমি কিন্তু এটা ভাবি নি যে ও মনে রাখে না আমি কেন করতে যাবো,আমি কিন্তু এইডা ভাবি নাই যে ও মনে রাহে না আমি কেন করতে যায়াম,Mymensingh
আর এবছর সে বিশাল করে সারপ্রাইজ দিয়েছে আমাকে,আর এবছর হেয় বিশাল কইরা সারপ্রাইজ দিসে আমারে,Mymensingh
কেক এর উপর লেখা ছিল শুভ জন্মদিন আমার বউ,কেক এর উপরে লেহা আসিল শুভ জন্মদিন আমার বউ,Mymensingh
সময় লেগেছে কিন্তু আমি যা তার থেকে চাই সেটা কিন্তু ঠিক বের করে এনেছি,সময় লাগসে কিন্তু আমি যা হের থাইক্কা চাই সেইটা কিন্তু ঠিক বের করে আনসি,Mymensingh
কাউকে তোমার কথা শুনাতে হতে আগে তুমি তার কথা শোনো,কাউরে তোমার কথা হুনাইতে হতে আগে তুমি তার কথা হুনো,Mymensingh
আমরা তিন ভাই বোন আমি সবার বড়,আমরা তিন ভাই বইন আমি বেহের বড়,Mymensingh
"আমার মা ,ভাই, বোন বরিশালে থাকে","আমার মা ,ভাই, বইন বরিশালে থাহে",Mymensingh
আমি সিলেট থাকি,আমি সিলেট থাহি,Mymensingh
ঢাকায় এসেছি এসএসসি পরীক্ষা দিয়ে,ঢাকায় আইসি এসএসসি পরীক্ষা দিয়ে,Mymensingh
"ছোট খালার বাসায়,তার বাসায় থেকেই পড়ালেখা করে এইচএসসি পরীক্ষা দিয়েছি","ছোট খালার বাসায়,হের বাসায় থাইক্কাই পড়ালেহা কইরা এইচএসসি পরীক্ষা দিসি",Mymensingh
আমার খালার বাসাতে ফেরা কি ঠিক হবে,আমার খালার বাসাতে ফিরা কি ঠিক হইব,Mymensingh
আম্মু খালা লেখাপড়ার জন্য ঢাকায় ফিরতে বলবে আমি যেতে পারবো না,আম্মা খালা লেহাপড়ার লাইজ্ঞা ঢাকায় ফিরতে কইব আমি যাইতে পারতাম না,Mymensingh
ঐ লোকের সামনে আমি দাঁড়াতে পারবোনা,ঐ লোকের সামনে আমি খাড়াইতে পারতাম না,Mymensingh
আমার মতো এতো ভুল মনে হয় কেউ করে না,আমার মতো এতো ভুল মনে হয় কেউ করে না,Mymensingh
আমি তো সত্যি ভেবেই ভুলে জড়ায় পরতাম,আমি তো সত্যি ভাইব্বাই ভুলে জড়ায়া পরতাম,Mymensingh
আমি কিভাবে বুঝতাম যে মানুষগুলো সঠিক না,আমি কেমনে বুঝতাম যে মানুষগুলা সঠিক না,Mymensingh
আমার প্রথম ভালোবাসার মানুষটা ছিলো ভুল,আমার প্রথম ভালোবাসার মানুষটা আসিল ভুল,Mymensingh
সে পুরো ৬ বছর আমাকে ঠকাইছে,হেয় পুরা ৬ বছর আমারে ঠকাইসে,Mymensingh
প্রতিবারই আশা করতাম যে ভালো হয়ে গেছে,প্রতিবারই আশা করতাম যে ভালা হয়া গেসে,Mymensingh
শেষ বার যে মেয়ের জন্য আমায় ছেড়ে গেছিলো শুনছি সে নাকি অনেক সুন্দর,শেষ বার যে মাইয়ার লাইজ্ঞা আমারে ছাইড়া  গেসিলো হুনসি হেয় নাকি মেলা সুন্দর,Mymensingh
দুনিয়া তে আসলে চেহারার সুন্দরই সব,দুনিয়া তে আসলে চেহারার সুন্দরই সব,Mymensingh
আমার মনটা কেউ বুঝে নাহ,আমার মনডা কেউ বুঝে নাহ,Mymensingh
তারপর আমি আবার ভুল করছিলাম,তারপর আমি আবার ভুল করসিলাম,Mymensingh
কোনো এক ভাবে আমাদের কথা শুরু হয়,কোনো এক ভাবে আমরার কথা শুরু হয়,Mymensingh
ধিরে ধিরে দুর্বল হয়ে পড়লাম তার প্রতি,ধিরে ধিরে দুর্বল হয়া পড়লাম হের প্রতি,Mymensingh
সেও আমার প্রতি দুর্বল হয়ে গেছিলো,হেও আমার প্রতি দুর্বল হয়া গেসিলো,Mymensingh
একটা সময় পর বুঝলাম যে আমরা একে অপরকে চাই,একটা সময় পর বুঝলাম যে আমরা একজন আরেকজনরে চাই,Mymensingh
প্রথম দিকে আমি খারাপ ব্যবহার করতাম,প্রথম দিকে আমি খারাপ ব্যবহার করতাম,Mymensingh
প্রথমবার ঠকার পর একটা ভয় ঢুকে গেছিলো ভিতরে,প্রথমবার ঠকার পর একটা ভয় ঢুইক্কা গেসিলো ভিতরে,Mymensingh
তাকে আমি বলে নিছিলাম যে আমার তোমাকে বিশ্বাস করতে সময় লাগবে,তারে আমি কয়া নিসিলাম যে আমার তোমারে বিশ্বাস করতে সময় লাগব,Mymensingh
সে বলছিলো সমস্যা নাই,হেয় কইসিলো সমস্যা নাই,Mymensingh
আমি তোমার পাশে আছি,আমি তোমার পাশে আসি,Mymensingh
তোমার সব কথা মেনে নিবো,তোমার সব কথা মাইন্না নিমু,Mymensingh
ঝে মাঝে ঝগড়া হতো কিন্তু সেইদিনই সব ঠিক হয়ে যাইতো,মাঝে মাঝে ঝগড়া হইতো কিন্তু হেইদিনই সব ঠিক হয়া যাইতো,Mymensingh
সে আমার ছোট ছোট পছন্দের জিনিসও খেয়াল রাখতো,হেয় আমার ছোট ছোট পসন্দের জিনিসও খেয়াল রাখতো,Mymensingh
দ্বিতীয় জনকে পেয়ে নিজেকে খুব ভাগ্যবতী মনে হতো,দ্বিতীয় জনরে পায়া নিজেরে খুব ভাগ্যবতী মনে হইতো,Mymensingh
আমার সাথে বাজে ব্যবহার করতে থাকলো,আমার লগে বাজে ব্যবহার করতে থাকলো,Mymensingh
ততোদিনে আমি তার প্রতি অনেকটাই দুর্বল হয়ে গেছি,ততোদিনে আমি হের প্রতি অনেকটাই দুর্বল হয়া গেসি,Mymensingh
সে আমাকে ঝগড়া হলেই সব সময় অপমান করে,হেয় আমারে ঝগড়া হইলেই সব সময় অফমান করে,Mymensingh
পরিবার তুলে গালি দেয়,পরিবার তুইল্লা গালি দেয়,Mymensingh
আমি দ্বিতীয় বার ভালোবেসেও ঠকে গেছি,আমি দ্বিতীয় বার ভালোবাইসাও ঠইক্কা গেসি,Mymensingh
তবে আমি তাকে এখনো ভালোবাসি,তবে আমি তারে এহনো ভালবাসি,Mymensingh
তার দেয়া কথা গুলা মাঝে মাঝে মনে পড়লে অনেক হাসি আসে,হের দেয়া কথা গুলা মাঝে মাঝে মনে পড়লে অনেক হাসি আয়,Mymensingh
তার কি একটুও মনে পড়ে না আগের দিনের কথা?,তার কি একটুও মনে পড়ে না আগের দিনের কথা?,Mymensingh
সে কিভাবে পারলো এতো স্বপ্ন দেখানোর পরে আমাকে ঠকাইতে?,হেয় কেমনে পারলো এতো স্বপ্ন দেহানোর পরে আমারে ঠকাইতে?,Mymensingh
এখন নিজেকেই আর বিশ্বাস করতে পারি না,এহন নিজেরেই আর বিশ্বাস করতে পারি না,Mymensingh
কি ছিলাম আর কি হলাম,কি ছিলাম আর কি হইলাম,Mymensingh
আমার বিয়ের বয়স ২২ মাস,আমার বিয়ার বয়স ২২ মাস,Mymensingh
আমার ৮ মাসের একটা ছেলে বাবু আছে,আমার ৮ মাসের একটা ছেলে বাবু আছে,Mymensingh
এই করোনায় অনার্স ফাইনাল ইয়ারে থাকাকালীন বিয়ে হয়ে যায় আমার,এই করোনায় অনার্স ফাইনাল ইয়ারে থাকাকালীন বিয়া হয়া যায় আমার,Mymensingh
আমি গনিতে অনার্স করতেছিলাম,আমি গনিতে অনার্স করতাসিলাম,Mymensingh
এদিকে যার সাথে বিয়ে হয় সে অশিক্ষিত,এদিকে যার সাথে বিয়া হয় হেয় অশিক্ষিত,Mymensingh
সে স্কুলেই যাইনি কখনো,হেয় স্কুলেই যায় নাই কহনো,Mymensingh
"বিয়ের সময় বলছিলো ছেলে শিক্ষিত,ঢাকায় চাকরি করে","বিয়ের সময় কইসিলো পোলা শিক্ষিত,ঢাকায় চাকরি করে",Mymensingh
আমার বর ছোটবেলায় তার মা হারায়,আমার বর ছোটবেলায় তার মা হারায়,Mymensingh
বিয়ের সময় বলছিলো বরের বাড়ি আছে,বিয়ার সময় কইসিল বরের বাড়ি আসে,Mymensingh
এসব নিয়ে আমি সমস্যা করি নি,এইসব নিয়া আমি সমস্যা করি নাই,Mymensingh
বোনকে বাসায় পাঠিয়ে দিয়েছি,বইনরে বাসায় পাঠায়া দিসি,Mymensingh
আমি এক কাপড়ে বাসা থেকে বের হয়ে এসেছি,আমি এক কাপড়ে বাসা থাইক্কা বাইর হয়া আইসি,Mymensingh
কাল ঘটনাটা শোনার পর থেকে আমার দম বন্ধ লাগছিল,কাল ঘটনাটা হুনার পর থাইক্কা আমার দম বন্ধ লাগতাসিল,Mymensingh
আমার স্বামী বাসায় ফিরলেই আমার কোলে মাথা রাখে,আমার জামাই বাসায় ফিরলেই আমার কোলে মাথা রাখে,Mymensingh
আমি একজন মেয়ে বয়স ২৩ বছর,আমি একজন মাইয়া বয়স ২৩ বছর,Mymensingh
আমার বিয়ে হয়েছে ১ মাস,আমার বিয়া হইসে ১ মাস,Mymensingh
আমার স্বামী ভালো অনেক,আমার জামাই ভালা মেলা,Mymensingh
আমি কিছুই জানতাম না,আমি কিসুই জানতাম না,Mymensingh
কি হবে তার জন্য কেঁদে?,কি হবে তার জন্য কাইন্দা?,Mymensingh
সে তো বুঝবেনা,হেয় তো বুঝবনা,Mymensingh
তুমি বোকার মতো তাকে নিয়ে ভেবে বসে থাকবে কেন,তুমি বেক্কলের মতো তারে নিয়া ভাইব্বা বয়া থাকব কেরে,Mymensingh
আমার ইচ্ছা আমি ভাব্বো ,আমার ইচ্ছা আমি ভাব্বাম ,Mymensingh
আমি তো বোকাই ,আমি তো বেক্কলই ,Mymensingh
আমি কি বোকা? ,আমি কিতা বেক্কল? ,Mymensingh
তুমি অনেক চালাক,তুমি মেলা চালাক,Mymensingh
আমি বার বার ভালোবেসে ঠকে গেছি,আমি বার বার ভালোবাইসসা ঠইক্কা গেসি,Mymensingh
ভালোবাসা অনেক কষ্টের ,ভালবাসা মেলা কষ্টের ,Mymensingh
তোমার এক ফোটা হাসি দেখার জন্য বসে আছি ,তোমার এক ফোটা হাসি দেহনের লাইজ্ঞা বয়া আসি ,Mymensingh
একটু আগেই ঝাড়ু দেওয়া হয়েছে,একটু আগেই ঝাড়ু দেওয়ন হইসে,Mymensingh
পানি দিয়ে মুছে দেওয়া হয়েছে,পানি দিয়া মুইচ্ছা দেওয়ন হইসে,Mymensingh
শিক্ষার্থী নতুন ভর্তি হয়েছে ,শিক্ষার্থী নতুন ভর্তি হইসে ,Mymensingh
এলাকায় আগুন লেগেছে,এলাকায় আগুন লাগসে,Mymensingh
আমার নানা অসুস্থ ,আমার নানা অসুস্থ ,Mymensingh
অনেক শিক্ষার্থী নতুন ভর্তি হয়েছে ,অনেক ছাত্র ছাত্রী  নতুন ভর্তি হইসে ,Mymensingh
রোগীকে হাসপাতালে থাকতে হবে,রোগীরে হাসপাতালে থাকতে হইব,Mymensingh
নানাকে দেখতে গিয়েছিলাম ,নানাকে দেখতে গেসিলাম ,Mymensingh
আমি আগে দেখিনি,আমি আগে দেহি নাই,Mymensingh
নানা আমাকে দেখে খুব খুশি হলো,নানা আমারে দেইক্ষা খুব খুশি হইল,Mymensingh
সেটা একধরনের যোগাযোগ,হেইডা একধরনের যোগাযোগ,Mymensingh
আমি গতকাল স্কুলে আসিনি,আমি গতকাল ইস্কুলে আইনাই,Mymensingh
তাদেও কেও স্কুলে আসেনি ,হেরার কেও ইস্কুলে আয়নাই ,Mymensingh
তাদের জানার কথা নয়,হেরার জানার কথা না,Mymensingh
বড়ো মামা  বিদেশ থেকে এসেছেন,বড় মামা  বিদেশ থাইক্কা আইসেন,Mymensingh
ক্লাসে কোন বিষয় নিয়ে কথা বলছিলেন?,ক্লাসে কোন বিষয় নিয়া কথা কইসিলেন?,Mymensingh
কেন পলাশের কথায় বিরক্ত হয়েছিল,কেরে পলাশের কথায় বিরক্ত হইসিল?,Mymensingh
ইচ্ছা ছিল কোনো জায়গায় ঘুরতে যাব,ইচ্ছা আসিল কোনো জায়গায় ঘুরতাম যায়াম,Mymensingh
অনেকবার লালবাগ কেল্লার কথা শুনেছি,অনেকবার লালবাগ কেল্লার কথা হুনসি,Mymensingh
ঠিক করা হলো সবাই মিলে সেখানে যাব,ঠিক করা হইলো সবাই মিল্লা ওইহানে যায়াম,Mymensingh
আমার মামাতো বোনও যেতে চাইল,আমার মামাতো বইনও যাইতে চাইল,Mymensingh
লিখে শিক্ষকের কাছে জমা দাও,লেইক্ষা শিক্ষকের কাছে জমা দেও,Mymensingh
সব অঞ্চলের মানুষের ভাষা এক রকমের নয়,বেগ অঞ্চলের মাইনষের ভাষা এক রহমের না,Mymensingh
অনেক শব্দের উচ্চারণ আলাদা হয়,মেলা শব্দের উচ্চারণ আলাদা হয়,Mymensingh
দক্ষিণের জেলা কক্সবাজার,দক্ষিণের জেলা কক্সবাজার,Mymensingh
সাড়ে চারটায় সবার মাঠে আসার কথা,সাড়ে চারটায় বেহের মাঠে আওনের কথা,Mymensingh
আজ কোনো খেলা হবে না ,আইজ কোন খেলা হইতো না ,Mymensingh
একটা পোড়োবাড়ি আছে,একটা পোড়োবাড়ি আসে,Mymensingh
এখানে কী করছো তোমরা?,এইহানে কী করতাসো তোমরা?,Mymensingh
চারপাশে কত বড়ো বড়ো গাছ!,চাইরপাশে কত বড় বড় গাছ,Mymensingh
দিনের বেলাতেও বাড়ির ভিতরটা অন্ধকার হয়ে থাকে,দিনের বেলাতেও বাড়ির ভিতরডা অন্ধকার হয়া থাকে,Mymensingh
রেলগাড়ি চলে রেললাইনের উপর দিয়ে,রেলগাড়ি চলে রেললাইনের উপরে দিয়া,Mymensingh
উপহার পেতে প্রত্যেকের ভালো লাগে,উপহার পাইতে বেহের ভালা লাগে,Mymensingh
অচেনা লোকের উপহার গ্রহণ করি না,অচেনা লোকের উপহার গ্রহণ করি না,Mymensingh
উপহার দিতে অনেকের ভালো লাগে,উপহার দিতে অনেকের ভালা লাগে,Mymensingh
খেলার মাঠে আমরা রোজ খেলতে যাই,খেলার মাঠে আমরা রোজ খেলতাম যাই,Mymensingh
এক চানাচুরওয়ালাকে দেখা যায়,এক চানাচুরওয়ালারে দেহন যায়,Mymensingh
তিনি চানাচুর বিক্রি করতে আসেন,হেয় চানাচুর বেচতে  আয়,Mymensingh
তুমি ভালো আছ জেনে খুশি হলাম,তুমি ভালা আস জাইন্না খুশি হইলাম,Mymensingh
চিঠি সাধারণত খামে ভরে পাঠানো হয়,চিঠি সাধারণত খামে ভইরা পাঠানো হয়,Mymensingh
"খাওয়া-দাওয়ার কথা বলে লাভ নেই, দুঃখ পাবে","খাওয়া-দাওয়ার কথা কয়া লাভ নাই, দুঃখ পাইবা",Mymensingh
তবে বেঁচে আছি ও খুব ভালো আছি,তবে বাইচ্চা আসি ও খুব ভালা আসি,Mymensingh
তোমরা ভালো আছ জেনে খুশি হলাম,তোমরা ভালা আস জাইন্না খুশি হইলাম,Mymensingh
আমার জন্য বেশি চিন্তা কোরো না,আমার লাইজ্ঞা বেশি চিন্তা কইরো না,Mymensingh
এখন ঘরে ঘরে টেলিভিশন দেখা যায়,এহন ঘরে ঘরে টেলিভিশন দেহন যায়,Mymensingh
"টেলিভিশনে কথা শোনা যায়, ছবিও দেখা যায়","টেলিভিশনে কথা হুনা যায়, ছবিও দেহা যায়",Mymensingh
রেডিওতে কেবল কথা শোনা যায়,রেডিওতে কেবল কথা হুনা যায়,Mymensingh
হাজার বছর আগে সব পুরুষই পরত ধুতি পরত ,হাজার বছর আগে বেগ পুরুষই পরত ধুতি পরত ,Mymensingh
তখনো মেয়েরা আঁচল টেনে ঘোমটা দিত,তহনো মাইয়ারা আঁচল টাইন্না ঘোমটা দিত,Mymensingh
ভাত বাঙালির বহুকালের প্রিয় খাদ্য,ভাত বাঙালির মেলাকালের প্রিয় খাদ্য,Mymensingh
মেয়েরা বাগান করতে ভালোবাসত,মাইয়ারা বাগান করতে ভালোবাসত,Mymensingh
মেয়েরা সাঁতার কাটতে ভালোবাসত,মাইয়ারা সাঁতার কাটতে ভালোবাসত,Mymensingh
ধনী লোকেরা ঘোড়া আর হাতির খেলা দেখত,ধনী লোকেরা ঘোড়া আর হাতির খেলা দেখত,Mymensingh
যাতায়াতের প্রধান উপায় ছিল নৌকা,যাতায়াতের প্রধান উপায় আসিল নৌকা,Mymensingh
বড়ো বোনের ঘরে তার জন্যে ছোটো খাট দেওয়া হলো,বড় বইনের ঘরে হের লাইজ্ঞা ছোটো খাট দেওয়া হইলো,Mymensingh
তার কাছে সব দেশের টাকা আছে,তার কাসে বেগ দেশের টেহা আসে,Mymensingh
সে তোকে কিছু উপহার দিলো না?,হেয় তরে কিসু উপহার দিল না?,Mymensingh
আম্মা নানাকে একটা চিঠি লিখছেন,আম্মা নানারে একটা চিঠি লিখসেন,Mymensingh
আমাদের নামের প্রয়োজন হয় না,আমরার নামের প্রয়োজন হয় না,Mymensingh
আমরা এমনিতেই পরিচয় রাখতে পারি,আমরা এমনিতেই পরিচয় রাখতাম পারি,Mymensingh
 তোমাকে একটা উপহার দিতে চাই, তোমারে একটা উপহার দিতাম চাই,Mymensingh
সেটি টেবিলের উপরে রাখা ছিল,হেইডা টেবিলের উপরে রাখা আসিল,Mymensingh
আমার প্রিয় একটা বই হারিয়ে গেছে,আমার প্রিয় একটা বই হারায়া গেসে,Mymensingh
ফোন করে জানাল,ফোন কইরা জানাইল,Mymensingh
তার প্রিয় একটা বই হারিয়ে গেছে,হের প্রিয় একটা বই হারায়া গেসে,Mymensingh
কে নিয়েছে ?,কেডা নিসে ?,Mymensingh
সে ব্যাপারে নিশ্চিত নই,ওই ব্যাপারে নিশ্চিত না,Mymensingh
সে হয়তো পড়ার জন্যই নিয়েছে,হেয় হয়তো পড়ার লাইজ্ঞাই নিসে,Mymensingh
কোনো ব্যাপারে নিশ্চিত না হয়ে কাউকে দোষ দেওয়া ঠিক নয়,কোন ব্যাপারে নিশ্চিত না হয়া কাউরে দোষ দেওয়ন ঠিক না,Mymensingh
"যে নিয়েছে, সে হয়তো পড়ার জন্যই নিয়েছে","যে নিসে, হেয় হয়তো পড়ার লাইজ্ঞাই নিসে",Mymensingh
বইটা পাওয়া যায় কি না,বইটা পাওয়ন যায় কি না,Mymensingh
বইটা পাওয়া গেছে,বইটা পাওয়ন গেসে,Mymensingh
বাবা বইটা বুকশেলফে তুলে রেখেছিলেন,বাবা বইডা বুকশেলফে তুইল্লা রাখসিলেন,Mymensingh
তিনি বুঝতেও পারেননি,হেয় বুঝতেও পারে নাই,Mymensingh
আর পারুলও না বুঝে অন্যদের দোষ দিচ্ছিল,আর পারলও না বুঝে অন্যরারে দোষ দিতাসিল,Mymensingh
তুমি আমাকে দোষ দিচ্ছ কেন ?,তুমি আমারে দোষ দিতাসো কেরে ?,Mymensingh
সে রাতের ট্রেনে রাজশাহী থেকে রওনা দিয়েছিল,হেয় রাইতের ট্রেইনে রাজশাহী থাইক্কা রওনা দিসিল,Mymensingh
এই প্রথম সে ঢাকায় এসেছে,এই প্রথম হেয় ঢাকাত আইসে,Mymensingh
বাসায় যাওয়ার পথে ফ্লাইওভার দেখে হাবিব অবাক হয়ে গেল,বাসাত যাওনের পথে ফ্লাইওভার দেইক্ষা হাবিব অবাক হয়া গেল,Mymensingh
এটাকে তার মনে হলো দোতলা রাস্তা,এইটারে হের মনে হইলো দুইতালা রাস্তা,Mymensingh
রাস্তার পাশে একটি ফুলের দোকান,রাস্তার পাশে একটা ফুলের দোকান,Mymensingh
নানা রকম ফুল থরে থরে সাজানো রয়েছে,নানা রকম ফুল থরে থরে সাজানো আসে,Mymensingh
তার ঠিক পাশেই একটা ফলের দোকান,তার ঠিক পাশেই একটা ফলের দোকান,Mymensingh
সেখান থেকে বড়ো বোন কিছু পেয়ারা কিনল,ওইহান থাইক্কা বড় বইন কিসু পেয়ারা কিনল,Mymensingh
সবার সাথে কুশল বিনিময় হলো,বেহের লগে কুশল বিনিময় হইল,Mymensingh
টেবিলে নাশতা দেওয়া ছিল,টেবিলে নাশতা দেওয়া আসিল,Mymensingh
হাত-মুখ ধুয়ে সে নাশতা করতে বসল,হাত-মুখ ধুয়া হেয় নাশতা করতে বইল,Mymensingh
সেদিন ছিল বাংলাদেশ দলের ক্রিকেট খেলা,হেইদিন আসিল বাংলাদেশ দলের ক্রিকেট খেলা,Mymensingh
খাওয়া শেষ করেই টেলিভিশনের সামনে গিয়ে বসল,খাওয়ন শেষ কইরাই টেলিভিশনের সামনে গিয়া বইল,Mymensingh
সব মিলিয়ে তার খুব আনন্দ হচ্ছিল,সব মিলায়া হের খুব আনন্দ হইতাসিল,Mymensingh
মেয়ে কী কাণ্ড করেছে জানো?,মাইয়া কী কাণ্ড করসে জানো?,Mymensingh
সোনার চুড়িটা ভেঙে দু-টুকরো করেছে,সোনার চুড়িটা ভাইংগা দুই-টুকরা করসে,Mymensingh
ইচ্ছা করে ভেঙেছি নাকি?,ইচ্ছা কইরা ভাংসি নাকি?,Mymensingh
পা পিছলে পড়ে গেলাম তো কী করব?,পা পিসলায়া পইরা গেলাম তো কিতা করবাম?,Mymensingh
আমার যে ব্যথা লাগল সেটা বুঝি কিছু নয়,আমার যে ব্যথা লাগল হেইটা বুঝি কিসু না,Mymensingh
মেয়েকে পরতে দিয়েছিলেন,মাইয়ারে পরতে দিসিলেন,Mymensingh
আমার নানা সুস্থ,আমার নানা সুস্থ,Mymensingh
রোগীকে হাসপাতালে ভর্তি হতে হবে ,রোগীরে হাসপাতালে ভর্তি হইতে হইব ,Mymensingh
এত বড়ো হাসপাতাল আমি আগে দেখিনি,এত বড়ো হাসপাতাল আমি আগে দেহি নাই,Mymensingh
আমাকে দেখে খুব খুশি হলো,আমারে দেইক্ষা মেলা খুশি হইলো,Mymensingh
আমি অন্যের সাথে কথা বলি ,আমি অন্যের লগে কথা কই,Mymensingh
তিনি বিদেশ থেকে এসেছেন,হেয় বিদেশ থাইক্কা আইসেন,Mymensingh
তিনি কোন বিষয় নিয়ে কথা বলছিলেন?,হেয় কোন বিষয় নিয়া কথা কইতাসিলেন?,Mymensingh
চলো ঐতিহাসিক জায়গাইয় ঘুরতে যাব,চল ঐতিহাসিক জায়গাইয় ঘুরতে যায়াম,Mymensingh
ঠিক করা হলো সবাই মিলে যাব,ঠিক করা হইলো বেহেই মিল্লা যায়াম,Mymensingh
আমাদের যাওয়ার কথা শুনে সেও যাইতে চাইল ,আমরার যাওনের কথা হুইন্না হেও যাইতে চাইল ,Mymensingh
সব মানুষের ভাষা এক রকমের নয়,বেগ মানুষের ভাষা এক রহমের না,Mymensingh
সে মাঠে আসেনি ,হেয় মাঠে আয় নাই ,Mymensingh
জরুরি সভা হবে,জরুরি সভা হইব,Mymensingh
হাসপাতালে আমি আগে যাইনি,হাসপাতালে আমি আগে যাই নাই,Mymensingh
আমি অন্যের সাথে কথা বলি না,আমি অন্যের সাথে কথা কই না,Mymensingh
তিনি কি বিদেশ থেকে এসেছেন,হেয় কিতা বিদেশ থাইক্কা আইসেন,Mymensingh
সবার ভাষা এক রকমের নয়,বেহের ভাষা এক রহমের না,Mymensingh
তার কাছে অনেক টাকা আছে,হের কাসে মেলা টেহা আসে,Mymensingh
কয়েক দিন অপেক্ষা করো ,কয়েক দিন অপেক্ষা কর ,Mymensingh
আমার বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,আমার বাসার কাসে রাস্তার পাশে একটা ফুলের দোহান,Mymensingh
তার কাছে অনেক দেশের টাকা আছে,হের কাসে মেলা দেশের টেহা আসে,Mymensingh
আমি তোমাকে একটা উপহার দিতে চাই,আমি তোমারে একটা উপহার দিতাম চাই,Mymensingh
সব শুনে আমি বললাম,সব হুইন্না আমি কইলাম,Mymensingh
কয়েক দিন অপেক্ষা করে দেখো,কয়েক দিন অপেক্ষা কইরা দেহো,Mymensingh
"কিছু দিন পরে পারুল নিজেই জানাল, বইটা পাওয়া গেছে","কিসু দিন বাদে পারুল নিজেই জানাইল, বইটা পাওয়ন গেসে",Mymensingh
এক বই নিয়ে এত ঘটনা ঘটে যাবে,এক বই লয়া এত ঘটনা ঘইটটা যাইব,Mymensingh
সে না বুঝে অন্যদের দোষ দিচ্ছিল,হেয় না বুইজ্ঝা অন্যদের দোষ দিতাসিল,Mymensingh
কমলাপুর রেলস্টেশন থেকে বোনের বাসায় যাচ্ছি ,কমলাপুর রেলস্টেশন থাইক্কা বইনের বাসায় যাইতাসি,Mymensingh
বোনের বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,বইনের বাসার কাসে রাস্তার পাশে একটা ফুলের দোহান,Mymensingh
