standard_text,dialect_text,dialect
দুনিয়া তে আসলে চেহারার সুন্দরই সব,দুনিয়াত আসসলে চেহারার সুন্দর এই বেয়াক্কিসু,Chittagong
আমার মনটা কেউ বুঝে নাহ,আর মন নো বুঝে,Chittagong
তারপর আমি আবার ভুল করছিলাম,তারফর আই আবার ভুল গরি বেলাইয়ি,Chittagong
কোনো এক ভাবে আমাদের কথা শুরু হয়,হোন এক ভাবে আরার হতা শুরু অয়,Chittagong
ধিরে ধিরে দুর্বল হয়ে পড়লাম তার প্রতি,ধিরে ধিরে আই দূরবল অই যাইলাম তার ফ্রতি,Chittagong
সেও আমার প্রতি দুর্বল হয়ে গেছিলো,সেও আর ফ্রতি দুরবল অই গিয়ি,Chittagong
একটা সময় পর বুঝলাম যে আমরা একে অপরকে চাই,এক্কান সময় ফর বুঝিলাম যে আই একে অফরকে চাইর,Chittagong
প্রথম দিকে আমি খারাপ ব্যবহার করতাম,ফ্রথম আই হারাফ আসরন গইত্তেম,Chittagong
প্রথমবার ঠকার পর একটা ভয় ঢুকে গেছিলো ভিতরে,ফ্রথম বার থকিবার ফর ডোর আই গিয়ি আর ভিতরত,Chittagong
তাকে আমি বলে নিছিলাম যে আমার তোমাকে বিশ্বাস করতে সময় লাগবে,তারে আই হইলাম যে আত্তুন তোওয়ারে বিশ্বাস গইত্তে সময় লাইবো,Chittagong
সে বলছিলো সমস্যা নাই,সে হইয়েদে সমইস্যা নাই,Chittagong
আমি তোমার পাশে আছি,আই তোওয়ার ডাহদ্দি আসি,Chittagong
তোমার সব কথা মেনে নিবো,তোওয়ার হতা মানি লইউম,Chittagong
ঝে মাঝে ঝগড়া হতো কিন্তু সেইদিনই সব ঠিক হয়ে যাইতো,মাঝদ্দি ঝগড়া অইতো আবার সেই দিনত থিক অই যাইতো,Chittagong
সে আমার ছোট ছোট পছন্দের জিনিসও খেয়াল রাখতো,সে ছোট্ট ছোট্ট পছন্দ হেয়াল রাখিতো,Chittagong
দ্বিতীয় জনকে পেয়ে নিজেকে খুব ভাগ্যবতী মনে হতো,আরেকজন ফাইয়েরে নিজেরে বহুত ভাগ্যবতি মনত অইতো,Chittagong
আমার সাথে বাজে ব্যবহার করতে থাকলো,আর ফোয়ারিত হারাফ ব্যবহার গইরতো,Chittagong
ততোদিনে আমি তার প্রতি অনেকটাই দুর্বল হয়ে গেছি,ততোদিনত আই তার ফ্রতি দুরবল অই গিয়ি,Chittagong
সে আমাকে ঝগড়া হলেই সব সময় অপমান করে,সে আর ফোয়ারিত ঝগড়া অইলেই আরে অফমান গরে,Chittagong
পরিবার তুলে গালি দেয়,ফরিবার তুলিয়েরে গাইল দে,Chittagong
আমি দ্বিতীয় বার ভালোবেসেও ঠকে গেছি,আই আরো একবার ভালোবাসিয়েরে ঠকি গেইলাম,Chittagong
তবে আমি তাকে এখনো ভালোবাসি,তবে তারে আই এহনো ভালোবাসি,Chittagong
তার দেয়া কথা গুলা মাঝে মাঝে মনে পড়লে অনেক হাসি আসে,তার হতা বাত্রা মাঝদ্দি মনত ফরিলে বহুত আসি আইয়ে,Chittagong
তার কি একটুও মনে পড়ে না আগের দিনের কথা?,তার এক্কানো কি মনত নো ফরে আগের হতা?,Chittagong
সে কিভাবে পারলো এতো স্বপ্ন দেখানোর পরে আমাকে ঠকাইতে?,সে কেনে ফাইল্ল এতো সপ্ন দেহাইয়েরে আরে ঠহাইতো?,Chittagong
এখন নিজেকেই আর বিশ্বাস করতে পারি না,এহন আর নিজেরে বিশ্বাস গরিন্নো ফারি,Chittagong
কি ছিলাম আর কি হলাম,কি আসিলাম কি অই গিয়ি,Chittagong
আমার বিয়ের বয়স ২২ মাস,আর বিয়ার বয়স ২২ মাস,Chittagong
আমার ৮ মাসের একটা ছেলে বাবু আছে,আর ৮ মাসর এক্কান মরত ফোয়া আসে,Chittagong
এই করোনায় অনার্স ফাইনাল ইয়ারে থাকাকালীন বিয়ে হয়ে যায় আমার,এই হরনাত অনার্স ফাস ফাইনালত তাকিতেই বিয়া অইয়ে আর,Chittagong
আমি গনিতে অনার্স করতেছিলাম,আই গনিতের উওরত অনার্স গরিত্তাসিলাম,Chittagong
এদিকে যার সাথে বিয়ে হয় সে অশিক্ষিত,এ সাইডদ্দি যার ফোয়ারিত বিয়া অইয়ে সে অসিক্ষিত,Chittagong
সে স্কুলেই যাইনি কখনো,সে স্কুলত নো যায় হোন দিন,Chittagong
"বিয়ের সময় বলছিলো ছেলে শিক্ষিত,ঢাকায় চাকরি করে",বিয়ার সমত অইলো আরারে ফোয়া শিক্ষিত ঢাহাত চরি গরে,Chittagong
আমার বর ছোটবেলায় তার মা হারায়,আর বর ছোটহালত তার মা ইন্তেকাল অই যায়,Chittagong
বিয়ের সময় বলছিলো বরের বাড়ি আছে,বিয়ার হইলো বরর বাড়ি আসে,Chittagong
এসব নিয়ে আমি সমস্যা করি নি,ইয়েন লইয়েরে বেঝাল নো গরি আই,Chittagong
বোনকে বাসায় পাঠিয়ে দিয়েছি,ভোইনেরে বাসাত ফাডাই দিয়ে,Chittagong
আমি এক কাপড়ে বাসা থেকে বের হয়ে এসেছি,আই এক হরত বাসাত্তুন আই গিয়ি,Chittagong
কাল ঘটনাটা শোনার পর থেকে আমার দম বন্ধ লাগছিল,হালিয়া ঘটনাকান ফুনিবার ফরত্তুন আর দম বন্দ লার,Chittagong
আমার স্বামী বাসায় ফিরলেই আমার কোলে মাথা রাখে,আর জামাই বাসাত আইলেইয়ার হোলত মাতা রাহে,Chittagong
আমি একজন মেয়ে বয়স ২৩ বছর,আই একজন ২৩ বছরর মাইয়ে ফোয়া,Chittagong
আমার বিয়ে হয়েছে ১ মাস,আর বিয়া অইয়ে ১ মাস,Chittagong
আমার স্বামী ভালো অনেক,আর জামাই বহুত ভালা,Chittagong
আমি কিছুই জানতাম না,আই হোনো কিছু নো জানিতাম,Chittagong
কি হবে তার জন্য কেঁদে?,কি অইবো তার হাদিয়েরে?,Chittagong
সে তো বুঝবেনা,সে তো নো বুঝে,Chittagong
তুমি বোকার মতো তাকে নিয়ে ভেবে বসে থাকবে কেন,তুই বলদের ডেক্কে ইতেরে লই বই তাহিবি কিল্লাই,Chittagong
আমার ইচ্ছা আমি ভাব্বো ,আর ইচ্ছে আই ভাইব্বুম,Chittagong
আমি তো বোকাই ,আই তো বলদ,Chittagong
আমি কি বোকা? ,আই কি বলদ নে?,Chittagong
তুমি অনেক চালাক,তুই বত বড় সেয়ানা,Chittagong
আমি বার বার ভালোবেসে ঠকে গেছি,আই বারবার মঅব্বত গরি ধরা হাই ,Chittagong
ভালোবাসা অনেক কষ্টের ,মঅববত বত হষ্টের,Chittagong
তোমার এক ফোটা হাসি দেখার জন্য বসে আছি ,তোয়ার এক্কান হাসি দেইবারলাই বই আসি,Chittagong
একটু আগেই ঝাড়ু দেওয়া হয়েছে,এক্কানা আগে ঝাড়ু মারা ওইয়্যে,Chittagong
পানি দিয়ে মুছে দেওয়া হয়েছে,ফানি দিয়েনে দুই দিইয়্যে,Chittagong
শিক্ষার্থী নতুন ভর্তি হয়েছে ,শিক্ষার্থী নতুন ভর্তি অইয়ে,Chittagong
এলাকায় আগুন লেগেছে,এলাকাত অন লাইগ্গে,Chittagong
আমার নানা অসুস্থ ,আর নানা গম নাই,Chittagong
অনেক শিক্ষার্থী নতুন ভর্তি হয়েছে ,বহুত শিক্ষার্থী নতুন ভর্তি অইয়ে,Chittagong
রোগীকে হাসপাতালে থাকতে হবে,রোগিরে হাসপাতালত তাহন ফরিবু,Chittagong
নানাকে দেখতে গিয়েছিলাম ,নানারে চাইতু গেইলাম,Chittagong
আমি আগে দেখিনি,আই আগে নো‌ চাই,Chittagong
নানা আমাকে দেখে খুব খুশি হলো,নানা আরে চাই হুশি অইয়্যে,Chittagong
সেটা একধরনের যোগাযোগ,ইবে একডৈল্লে যোগাযোগ ,Chittagong
আমি গতকাল স্কুলে আসিনি,আই গতকাল স্কুলত নো যাই,Chittagong
তাদেও কেও স্কুলে আসেনি ,ইতারা কেউ স্কুলত নো যাই,Chittagong
তাদের জানার কথা নয়,ইতারা জানিবের হতা নো,Chittagong
বড়ো মামা  বিদেশ থেকে এসেছেন,বড় মো বিদেশুরতুন আইস্যে,Chittagong
ক্লাসে কোন বিষয় নিয়ে কথা বলছিলেন?,ক্লাসত হোন বেফারে হতা হইয়্যে?,Chittagong
কেন পলাশের কথায় বিরক্ত হয়েছিল,পলাশর হতাত বিরক্ত কিললাই অইলে?,Chittagong
ইচ্ছা ছিল কোনো জায়গায় ঘুরতে যাব,ইচ্ছে আসিল হোনো মিক্কে ঘুইরতু যাইয়্যুম,Chittagong
অনেকবার লালবাগ কেল্লার কথা শুনেছি,বোতবার লালবাগ হেল্লার হোতা উইন্নি,Chittagong
ঠিক করা হলো সবাই মিলে সেখানে যাব,ঠিক‌ গোরন‌ অইলে বেকে মিলে এডে যাইউম,Chittagong
আমার মামাতো বোনও যেতে চাইল,আর মতো বইন ও যাইতু আসিল,Chittagong
লিখে শিক্ষকের কাছে জমা দাও,লিহি এনে মাষ্টর অর হাসোত জমা দে,Chittagong
সব অঞ্চলের মানুষের ভাষা এক রকমের নয়,বেক অঞ্চল অর মাইনষের ভাষা‌ এক‌ডইল্লে নই,Chittagong
অনেক শব্দের উচ্চারণ আলাদা হয়,বোত শব্দের উচ্চারণ এক এক রহমর অই,Chittagong
দক্ষিণের জেলা কক্সবাজার,দইন অর জেলা হক্সবাজার,Chittagong
সাড়ে চারটায় সবার মাঠে আসার কথা,সাড়ে চারটার সমত বেকের মাডত আইবের হতা,Chittagong
আজ কোনো খেলা হবে না ,আজিয়ে হোনো খেলা অইতু নো,Chittagong
একটা পোড়োবাড়ি আছে,উগ্গো পোড়াবাড়ি আছে,Chittagong
এখানে কী করছো তোমরা?,এডে কিত্তে লাইগ্গু তোরা,Chittagong
চারপাশে কত বড়ো বড়ো গাছ!,চারিমিক্কে হতর হতর‌ গাছ,Chittagong
দিনের বেলাতেও বাড়ির ভিতরটা অন্ধকার হয়ে থাকে,দিন অর বেলাত অ বাড়ির ভিতুর আন্ধা অই‌ তাহে,Chittagong
রেলগাড়ি চলে রেললাইনের উপর দিয়ে,রেলগাড়ি চলে রেললাইনর উওদ্দিয়েরে,Chittagong
উপহার পেতে প্রত্যেকের ভালো লাগে,উপহার ফাইতু বেগ্গুনুরতুন ভালা লাগে,Chittagong
অচেনা লোকের উপহার গ্রহণ করি না,অচেনা লোকর উফহার গ্রহন নো গরি,Chittagong
উপহার দিতে অনেকের ভালো লাগে,উপহার দিতু বেগ্গুনুরতুন ভালা লাগে,Chittagong
খেলার মাঠে আমরা রোজ খেলতে যাই,হেলার মাডত আরা রোজ কেলিবের লাই যাই,Chittagong
এক চানাচুরওয়ালাকে দেখা যায়,এক্কান চানাচুরবালত দেহা যায়,Chittagong
তিনি চানাচুর বিক্রি করতে আসেন,তিনি চানাচুর বেসিবেল্লাই আইয়ে এডে,Chittagong
তুমি ভালো আছ জেনে খুশি হলাম,তুই গম আসোস জানি এনে খুশি অইলাম,Chittagong
চিঠি সাধারণত খামে ভরে পাঠানো হয়,চিঠি সাধারণত হামত ভরি এনে ফাডায়,Chittagong
"খাওয়া-দাওয়ার কথা বলে লাভ নেই, দুঃখ পাবে","খন-দন অর হতা হই লাভ নাই ,হষ্ট ফাবে",Chittagong
তবে বেঁচে আছি ও খুব ভালো আছি,বাচি আসি ভালা ও আসি,Chittagong
তোমরা ভালো আছ জেনে খুশি হলাম,তোওয়ারা ভালো আছ জানিয়েরে কুশি অইলাম,Chittagong
আমার জন্য বেশি চিন্তা কোরো না,আর লাই চিন্তা নো গইজ্জ,Chittagong
এখন ঘরে ঘরে টেলিভিশন দেখা যায়,এহন গরত গরত টেলিভিশন দেহা যার,Chittagong
"টেলিভিশনে কথা শোনা যায়, ছবিও দেখা যায়",টেলিভিশনর হতা ফুনা যায় আর ছবিও দেহা যায়,Chittagong
রেডিওতে কেবল কথা শোনা যায়,রেদিওত হাইল্লে হতা ফুনা যায়,Chittagong
হাজার বছর আগে সব পুরুষই পরত ধুতি পরত ,আজার বছর আগদ্দি বেয়াগ ফুরুষই ধুতি ফইত্তো,Chittagong
তখনো মেয়েরা আঁচল টেনে ঘোমটা দিত,তহনো মাইয়াফোয়ারা আচল টানিয়েরে মুখ ডাহিতো,Chittagong
ভাত বাঙালির বহুকালের প্রিয় খাদ্য,ভাত বাঙালি বহুকালোর ফ্রিয় হানা,Chittagong
মেয়েরা বাগান করতে ভালোবাসত,মাইয়া ফোয়ারা বাগান গইত্তে ভালোবাসিত,Chittagong
মেয়েরা সাঁতার কাটতে ভালোবাসত,মাইয়াফোয়ারা সাতার হাডিবেল্লাই ভালোবাসিত,Chittagong
ধনী লোকেরা ঘোড়া আর হাতির খেলা দেখত,ধনী মানুষ তারা ঘোড়া আর হাতির খেলা দেহিত,Chittagong
যাতায়াতের প্রধান উপায় ছিল নৌকা,আসাযাইবার মেইন উফায় আসিল নৌকা ,Chittagong
বড়ো বোনের ঘরে তার জন্যে ছোটো খাট দেওয়া হলো,ডড় ভোইনর ঘরত ছোড এক্কান হাট দিয়ি,Chittagong
তার কাছে সব দেশের টাকা আছে,তার হাসদ্দি বেয়াগ দেসত টেয়া আসে,Chittagong
সে তোকে কিছু উপহার দিলো না?,সে তোরে কিছু ঊফহার দিয়ে না?,Chittagong
আম্মা নানাকে একটা চিঠি লিখছেন,আম্মা নানার হাসে এক্কান চিঠি লিক্কে,Chittagong
আমাদের নামের প্রয়োজন হয় না,আরার নামর ফ্রয়জন নো ফরে,Chittagong
আমরা এমনিতেই পরিচয় রাখতে পারি,আরা এনেই ফরিচয় রাখিত্তারি,Chittagong
 তোমাকে একটা উপহার দিতে চাই,তোওয়ারে এক্কান উফহার দিতাম চাই,Chittagong
সেটি টেবিলের উপরে রাখা ছিল,ইয়ান টেবিলর উওরদ্দি রাহা আসিল,Chittagong
আমার প্রিয় একটা বই হারিয়ে গেছে,আর ফ্রিও এক্কান বই আসিল,Chittagong
ফোন করে জানাল,ফোন গরি জানাল,Chittagong
তার প্রিয় একটা বই হারিয়ে গেছে,তার ফ্রিও এক্কান বই আরাই গিয়ি,Chittagong
কে নিয়েছে ?,হোনে লইয়ে?,Chittagong
সে ব্যাপারে নিশ্চিত নই,সে এই ব্যফারত নিশ্চিত নো,Chittagong
সে হয়তো পড়ার জন্যই নিয়েছে,সে হয়ত ফোড়িবেল্লাই লইয়ে,Chittagong
কোনো ব্যাপারে নিশ্চিত না হয়ে কাউকে দোষ দেওয়া ঠিক নয়,হোনো ব্যফারত নিশ্চিত নো অইয়েরে হনিক্কেরে দোষ দন ঠিক নো,Chittagong
"যে নিয়েছে, সে হয়তো পড়ার জন্যই নিয়েছে",যে লইয়ে সে হয়তো ফইবেল্লাই লইয়ে,Chittagong
বইটা পাওয়া যায় কি না,বই ইয়েন ফোন যাইবো না?,Chittagong
বইটা পাওয়া গেছে,বই ইহেন ফোন গিয়ে,Chittagong
বাবা বইটা বুকশেলফে তুলে রেখেছিলেন,বাবা বই ইবা বুক শেল্ফত তুলি রাইক্কিলো,Chittagong
তিনি বুঝতেও পারেননি,তিনি বুঝিত নো ফারে,Chittagong
আর পারুলও না বুঝে অন্যদের দোষ দিচ্ছিল,আর ফারুলও নো বুঝি আন্যদের দোষ দিয়ি,Chittagong
তুমি আমাকে দোষ দিচ্ছ কেন ?,তুই আরে দোষ দিও দে কিল্লাই?,Chittagong
সে রাতের ট্রেনে রাজশাহী থেকে রওনা দিয়েছিল,সে লাতিয়ার ট্রেনর রাজশাহীত্তুন রওনা দিয়ি,Chittagong
এই প্রথম সে ঢাকায় এসেছে,এই ফ্রম সে ঢাহাত আইসসে,Chittagong
বাসায় যাওয়ার পথে ফ্লাইওভার দেখে হাবিব অবাক হয়ে গেল,বাসায় যোনের ফোথত ফ্লাইওভার সাইয়েরে হাবিব অবাক অই গিল,Chittagong
এটাকে তার মনে হলো দোতলা রাস্তা,ইয়ানোরে দোতালা রাস্তা,Chittagong
রাস্তার পাশে একটি ফুলের দোকান,রাস্তার ডাহদ্দি এক্কান ফুলোর দোহান,Chittagong
নানা রকম ফুল থরে থরে সাজানো রয়েছে,নানা ডইল্লে ফুল ঝাকত ঝাকত সাজাই রাইক্কে,Chittagong
তার ঠিক পাশেই একটা ফলের দোকান,এয়ার টগিক ডাহদ্দি এক্কান ফলের দোহান,Chittagong
সেখান থেকে বড়ো বোন কিছু পেয়ারা কিনল,ইয়ানত্তুন ভোইন ডর ইবা কিছু ফল কিন্নে,Chittagong
সবার সাথে কুশল বিনিময় হলো,বেয়াক্কুনের ফোয়ারিত হতাবাত্রা হইয়ে,Chittagong
টেবিলে নাশতা দেওয়া ছিল,টেবিলত নাস্তা দি রাইক্কে,Chittagong
হাত-মুখ ধুয়ে সে নাশতা করতে বসল,আত মুখ দুইয়েরে হাইবেল্লাই বইসসে,Chittagong
সেদিন ছিল বাংলাদেশ দলের ক্রিকেট খেলা,সেইদিন আসিল বাংলাদেশর ক্রিকেট হেলা,Chittagong
খাওয়া শেষ করেই টেলিভিশনের সামনে গিয়ে বসল,হানা শেষ গরিয়েরে টেলিভিশন এর সামনে গিয়েরে বইসসে,Chittagong
সব মিলিয়ে তার খুব আনন্দ হচ্ছিল,বেয়াক্কুন মিলিয়েরে আনন্দ অর,Chittagong
মেয়ে কী কাণ্ড করেছে জানো?,মাইয়াফোয়া ইবা কি হান্ড গরের জানোনা?,Chittagong
সোনার চুড়িটা ভেঙে দু-টুকরো করেছে,সোনার চুরিয়ান ভাঙিয়েরে দুই ভাগ গরি ফেইল্লে,Chittagong
ইচ্ছা করে ভেঙেছি নাকি?,ইচ্ছা গরিয়েরে ভাইঙেনা?,Chittagong
পা পিছলে পড়ে গেলাম তো কী করব?,ফা ফিচ্ছিল হাইয়েরে ফোরি গেইলাম তো আই কিত্তাম?,Chittagong
আমার যে ব্যথা লাগল সেটা বুঝি কিছু নয়,আর যে ব্যথা লাইজ্ঞে ইয়ান কি বুঝি কিচ্ছু নও,Chittagong
মেয়েকে পরতে দিয়েছিলেন,মাইয়াফোয়ারে ফইত্তে দিয়িলেন,Chittagong
আমার নানা সুস্থ,আর নানা সুস্থ,Chittagong
রোগীকে হাসপাতালে ভর্তি হতে হবে ,রোগীরে হাসফাতালত ভত্তি গরন ফরিব,Chittagong
এত বড়ো হাসপাতাল আমি আগে দেখিনি,এইল্লে ডর হাসফাতাল আই হোন সমত নো দেহি,Chittagong
আমাকে দেখে খুব খুশি হলো,আরে দেহিয়েরে খুব খুশি অইয়ে,Chittagong
আমি অন্যের সাথে কথা বলি ,আই অন্যের ফোয়ারিত হতা হইর,Chittagong
তিনি বিদেশ থেকে এসেছেন,তিনি বিদেশেত্তুন আইসসে,Chittagong
তিনি কোন বিষয় নিয়ে কথা বলছিলেন?,তিনি হোন বিষয় লইয়েরে হথা হন্না?,Chittagong
চলো ঐতিহাসিক জায়গাইয় ঘুরতে যাব,চলো ঐতিহাসিক জায়গাত গুরিবেল্লাই যাইয়ুম,Chittagong
ঠিক করা হলো সবাই মিলে যাব,ঠিক গইজ্জে বেয়াক্কুন মিলিয়েরে যাইয়ুম,Chittagong
আমাদের যাওয়ার কথা শুনে সেও যাইতে চাইল ,আরার যাইবের হতা ফুনিয়েরে সেও যাইবেল্লাই চাইয়ে,Chittagong
সব মানুষের ভাষা এক রকমের নয়,বেয়াক মানুষের ভাষা এক ডইল্লে নো,Chittagong
সে মাঠে আসেনি ,সে মাঠত নো আইয়ে,Chittagong
জরুরি সভা হবে,জরুরি সভা অইব,Chittagong
হাসপাতালে আমি আগে যাইনি,হাসফাতালত আগে আই নো যাই,Chittagong
আমি অন্যের সাথে কথা বলি না,আই অন্যের ফোয়ারিত হতা নো হই,Chittagong
তিনি কি বিদেশ থেকে এসেছেন,তিনি কি বিদেশেত্তুন আইসসে না,Chittagong
সবার ভাষা এক রকমের নয়,বেয়াক ভাষা এক ডইল্লে নো,Chittagong
তার কাছে অনেক টাকা আছে,তার হাসে বহুত টেয়া আসে,Chittagong
কয়েক দিন অপেক্ষা করো ,হয়েক্কান দিন অফেক্ষা গরন,Chittagong
আমার বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,আর বাসার ডাহরদি এক্কান ফুলোর দোহান,Chittagong
তার কাছে অনেক দেশের টাকা আছে,তাহ হাসত বহুত দেশর টেয়া আসে,Chittagong
আমি তোমাকে একটা উপহার দিতে চাই,আই তোওয়ারে এক্কান উফহার দিতাম চাইর,Chittagong
সব শুনে আমি বললাম,বেয়াক্কুন ফুনিয়েরে আই হইলাম,Chittagong
কয়েক দিন অপেক্ষা করে দেখো,হয়েক্কান দিন অফেক্ষা গরি দেহো,Chittagong
"কিছু দিন পরে পারুল নিজেই জানাল, বইটা পাওয়া গেছে","কিছু দিন ফর পারুল নিজেই জানাইয়ে, বইয়ান ফোন গিয়ে",Chittagong
এক বই নিয়ে এত ঘটনা ঘটে যাবে,এক্কান বই লইয়েরে এত ঘটনা ঘটি যাইব,Chittagong
সে না বুঝে অন্যদের দোষ দিচ্ছিল,সে নো বিঝুয়েরে অন্যদের দোষ দিয়িল,Chittagong
কমলাপুর রেলস্টেশন থেকে বোনের বাসায় যাচ্ছি ,হমলাফুর রেল স্টেশনত্তুন ভোইনর বাসাত যাইর,Chittagong
বোনের বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,ভোইনর বাসার হাসদ্দি এক্কান ফুলোর দোহান আসে,Chittagong
"রজনীগন্ধা, গোলাপ, গাঁদা-সহ নানা রকম ফুল আছে দোকানে ",রজনীগন্ধা গোলাপ গাঁদাসহ আরো ফুল আসে দোহানত,Chittagong
 বড়ো বোনের জন্য কিছু পেয়ারা কিনল,ডর ভোইনর লাই কিছু ফেয়ারা কিন্নে,Chittagong
 বড়ো বোন কিছু পেয়ারা কিনল,ডর ভোইন কিছু ফেয়ারা কিন্নে,Chittagong
তো আমি কী করব?,তো আই কিত্তাম?,Chittagong
সমান দুটো টুকরো হয়ে গেছে,সমান দুইয়ান টুকরা অই গিয়ে,Chittagong
দু-টুকরো হলো কী করে?,দুইয়ান অইলো কেনে?,Chittagong
এটা আমাদের বাড়ি,ইয়ান আরার বাড়ি,Chittagong
এই বাড়িটা আমাদের,এই বাড়িয়ান আরার,Chittagong
প্রথমে বালিশের তলাটা হাতড়ালেন,ফ্রথম বালিশর তলা হাতদিয়ি,Chittagong
এত সুন্দর লাগে তার,এত সুন্দর লার তার,Chittagong
শুধু তাকিয়ে থাকতে ইচ্ছে করে,শুধু সাইতাম মনত সার,Chittagong
তাদের বাগান অন্যদের বাগানের মতো নয়,তারার বাগান অন্য মাইনশের বাগানর ডইল্লে,Chittagong
বিশাল বড়ো বড়ো গাছ,বিশাল ডর ডর গাস,Chittagong
পুতুলের এই জন্যেই খুব মন খারাপ,পুতুলর এই হারনেল্লাই মন্নান হারাফ,Chittagong
গাছগুলোর দিকে তাকালেই তার কান্না পেয়ে যায়,গাছ উনের মিক্কে সাইলে তার হান্না আইয়ে,Chittagong
ছোটোরা অনেক কাজ করে যেগুলো বড়োরা পছন্দ করে না,ছোতরা বহুত হাম গরে যিন ডর তারা ফসন্দ নো গরে,Chittagong
তাছাড়া আরেকটা কারণও আছে,ইয়াসাড়া আরেক্কান হারন আসে,Chittagong
ঘরে আলো-হাওয়া তেমন ঢুকতে পারে না,গরত আলো হাওয়া এইল্লে ডুকিন্নো ফারে,Chittagong
আমাদের চলতেই পারে না,আরার নো সলের,Chittagong
হাতে তালি দিয়ে দিয়ে কি পড়া যায়?,আতত তালি মারিয়েরে ফড়া যায় না?,Chittagong
কোথাও যাওয়ার রাস্তা,হডে যাইবের রাস্তা,Chittagong
এখানে নাকি একটা শিশুপার্ক হবে,ইয়ানত কি এক্কান শিশু ফারক আসে না,Chittagong
তোমাদের কথা শুনে হাসছি,তোওয়ারার হতা ফুনিয়েরে আসির,Chittagong
মিথ্যা কথা বোলো না,মিসা হতা নো হইয়ো,Chittagong
যে অত্যাচার করে,যে আত্যসার গরে,Chittagong
মেঠো পথের দুপাশে সবুজ ধানখেত,মেঠো ফতর দুইপাসদ্দি সবুজ ধান কেত,Chittagong
হঠাৎ সামনের মেয়েটি থমকে দাঁড়াল,হঠাৎ সামনের মাইয়াফোয়া ইবা তিয়াই গেইল,Chittagong
ধানখেত পার হতেই একটা বড়ো পুকুর,ধানকেত ফার অইয়েরে এক্কান ডোর ফুকুর,Chittagong
চোখের আড়াল হয়ে গেছে,চোকর আরাল অই গিয়ি,Chittagong
সে আমার চোখের আড়াল হয়ে গেছে ,সে আর চোকর আরাল অই গিয়ি,Chittagong
সেখানকার পানি টলটলে,ইয়ানোর ফানি টলটল,Chittagong
পুকুরের ধারে একটা বড়ো আমগাছ,ফুরুরর ডাহদ্দি এক্কান ডর আমগাছ,Chittagong
"আমার মনে হচ্ছে, এবার অনেক আম ধরবে","আত্তুন মনত অরদে, এবারত বহুত আম দরিব",Chittagong
আমি আম খেতে ভালোবাসি,আই আম হাইতাম ভালোবাসি,Chittagong
সেই আমগাছের দিকে তাকিয়ে ছিলাম ,সেই আমগাছর মিক্কে সাই তাইক্কে,Chittagong
আমগাছের দিকে তাকিয়ে একটি মেয়ে বলল,আমগাছর মিক্কে এক্কান মাইয়া ফোয়া সাইয়েরে হইলো,Chittagong
আমার দিকে তাকিয়ে একটি মেয়ে বলল,আর মিক্কে সাইয়েরে এক্কান মাইয়াফোয়া হইলো,Chittagong
সবাই তাকিয়ে দেখল,বেয়াক্কুন সাইয়েরে দেইক্কে,Chittagong
আমগাছে প্রচুর মুকুল এসেছে,সাদা মুকুলত আমগাছর সবুজ ফাতা ফাতা ঢাহা ফরিগিয়ে,Chittagong
সাদা মুকুলে আমগাছের সবুজ পাতা ঢাকা পড়েছে,তার বয়স হমবেসি সত্তুর বছর,Chittagong
তাঁর বয়স কম-বেশি সত্তর বছর,ও ঠিকিই হইয়ে,Chittagong
তিনি ওদের কথা শুনে বললেন,তিনি  ইতারার হতা ফুনিয়েরে হইলো,Chittagong
ও ঠিকই বলেছে,ও ঠিকি হইয়ে,Chittagong
"যে বছর ধান ভালো হয়, সে বছর আমের ফলনও ভালো হয়","যেই বছরত ধান ভালো অয়, সেই বছরত আমর ফলত ভালো অয়",Chittagong
"সবাই যখন পড়তে বসে, রাজীব তখন ঘুমায়","বেয়াক্কুন যেই সমত ফড়তে বইয়ে, বাজীপ তহন ঘুমাদ্দে",Chittagong
"সবাই যখন পড়তে বসে, আমি তখন ঘুমাই","বেয়াক্কুন যেই সমত ফড়তে বইয়ে, আই তহন ঘুম জাইর",Chittagong
আমি সকালে দেড়ি করে ঘুম থেকে উঠি ,আই সকালত দেড়ি গড়ি ঘুমেত্তুন উঠি,Chittagong
আমি  ঠিকই বলেছি,আই ঠিকি হইয়ি,Chittagong
ভাই তখন পড়তে বসে,ভাই তহন ফড়তে বইসসে,Chittagong
আমি সকাালে পড়তে বসি ,আই সকালত ফড়তে বইসসি,Chittagong
আজকাল কী যে করছে ছেলেটা,আজহাল ফোওয়া কি যে গরের,Chittagong
বয়স সবে চার বছর পূর্ণ হলো,৪ বয়স অইয়ে মাত্র,Chittagong
সবকিছুতেই তার এলোমেলো আচরণ,বেয়াক্কিসুত তার এলোমেলো আছরন,Chittagong
বাবা একদিন কথায় কথায় মাকে বললেন,বাবা একদিন হতাত হতাত মারে হইলো ,Chittagong
ছেলেটার সব কাজ এমন এলোমেলো হচ্ছে কেন?,ফোওয়া ইবার বেয়াগ হাম হজ এইল্লে এলোমেলো কিল্লাই?,Chittagong
মেয়েটার সব কাজ এমন এলোমেলো হচ্ছে কেন?,মাইয়া ফোোয়া ইবা এইল্লে এলোমেলো কিল্লাই?,Chittagong
