standard_text,dialect_text,dialect
ঐ লোকের সামনে আমি দাঁড়াতে পারবোনা,ঐ বেডার সামনে আই খাড়াইতে হাইরতান ন,Noakhali
আমার মতো এতো ভুল মনে হয় কেউ করে না,আর মতন এত ভুল মনে অয় কেউ করে না,Noakhali
আমি তো সত্যি ভেবেই ভুলে জড়ায় পরতাম,আই তো সত্যি ভাবি ভুলে জড়াই হইরতাম,Noakhali
আমি কিভাবে বুঝতাম যে মানুষগুলো সঠিক না,আই কেন্নে বুইঝতাম যে মানুষগুন সঠিক ন?,Noakhali
আমার প্রথম ভালোবাসার মানুষটা ছিলো ভুল,আর হথম ভালোবাসার মানুষটা আছিলো ভুল,Noakhali
সে পুরো ৬ বছর আমাকে ঠকাইছে,হেতে হুরা ছ বছর ঠকাইছে আরে,Noakhali
প্রতিবারই আশা করতাম যে ভালো হয়ে গেছে,হতিবার আশা কইরতাম যে ভালা অই গেছে,Noakhali
শেষ বার যে মেয়ের জন্য আমায় ছেড়ে গেছিলো শুনছি সে নাকি অনেক সুন্দর,শেষ বার যে মাইয়ার লাই আরে ছাড়ি গেছিলো হুইনছি হেতি বেলে অনেক সুন্দর,Noakhali
দুনিয়া তে আসলে চেহারার সুন্দরই সব,দুনিয়া তে আসলে চেহারার সুন্দর ই বেক কিছু,Noakhali
আমার মনটা কেউ বুঝে নাহ,আর মনকান কেউ বুইঝলো না,Noakhali
তারপর আমি আবার ভুল করছিলাম,হেডার হর আই আবার ভুল কইরছিলাম,Noakhali
কোনো এক ভাবে আমাদের কথা শুরু হয়,কোনো এক ভাবে আঙ্গো কতা শুরু অয়,Noakhali
ধিরে ধিরে দুর্বল হয়ে পড়লাম তার প্রতি,ধীরে ধীরে দুর্বল অই হইরলাম হেতের হতি,Noakhali
সেও আমার প্রতি দুর্বল হয়ে গেছিলো,হেতেও আর হতি দুর্বল অই গেছিলো,Noakhali
একটা সময় পর বুঝলাম যে আমরা একে অপরকে চাই,এককান সময় হর বুইঝলাম যে আমরা একে অপররে চাই,Noakhali
প্রথম দিকে আমি খারাপ ব্যবহার করতাম,হথম দিকে আই খারাপ ব্যাবহার কইরতাম,Noakhali
প্রথমবার ঠকার পর একটা ভয় ঢুকে গেছিলো ভিতরে,হথমবার ঠকার হর এককান ভয় ঢুকি গেছিলো ভিতরে,Noakhali
তাকে আমি বলে নিছিলাম যে আমার তোমাকে বিশ্বাস করতে সময় লাগবে,হেতারে আই কই নিছিলাম যে আর তোয়ারে বিশ্বাস কইরতে সময় লাইগবো,Noakhali
সে বলছিলো সমস্যা নাই,হেতে কইছিলো সমইস্যা নাই,Noakhali
আমি তোমার পাশে আছি,আই তোমার হাশে আছি,Noakhali
তোমার সব কথা মেনে নিবো,তোমার বেক কতা মানি নিয়ুম,Noakhali
ঝে মাঝে ঝগড়া হতো কিন্তু সেইদিনই সব ঠিক হয়ে যাইতো,মাঝে মাঝে ঝগড়া অইতো কিন্তু হেইদিনই বেগগিন ঠিক অই যাইতো,Noakhali
সে আমার ছোট ছোট পছন্দের জিনিসও খেয়াল রাখতো,হে আর ছোডো ছোডো হছন্দের জিনিসও খেয়াল রাইকতো,Noakhali
দ্বিতীয় জনকে পেয়ে নিজেকে খুব ভাগ্যবতী মনে হতো,দ্বিতীয় জনরে হাই নিজেরে খুব ভাগ্যবতী মনে অইতো,Noakhali
আমার সাথে বাজে ব্যবহার করতে থাকলো,আর লগে বাজে ব্যবহার কইরতে থাইকলো,Noakhali
ততোদিনে আমি তার প্রতি অনেকটাই দুর্বল হয়ে গেছি,ততোদিনে আই হেতার হতি অনেকটাই দুর্বল অই গেছি,Noakhali
সে আমাকে ঝগড়া হলেই সব সময় অপমান করে,হে আরে ঝগড়া অইলেই বেক সময় অপমান করে,Noakhali
পরিবার তুলে গালি দেয়,হরিবার তুলি গালি দে,Noakhali
আমি দ্বিতীয় বার ভালোবেসেও ঠকে গেছি,আই দ্বিতীয় বার ভালোবাসিও ঠকি গেছি,Noakhali
তবে আমি তাকে এখনো ভালোবাসি,তবে আই হেতারে অনো ভালোবাসি,Noakhali
তার দেয়া কথা গুলা মাঝে মাঝে মনে পড়লে অনেক হাসি আসে,হেতার দেয়া কতাগিন মাঝে মাঝে মনে হইড়লে অনেক হাসি আইয়ে,Noakhali
তার কি একটুও মনে পড়ে না আগের দিনের কথা?,হেতার কি এককানা ও মনে হড়ে না আগের দিনের কতা?,Noakhali
সে কিভাবে পারলো এতো স্বপ্ন দেখানোর পরে আমাকে ঠকাইতে?,হে কেন্নে হাইরলো এতো স্বপ্ন দেয়ানোর হরে আরে ঠকাইতে?,Noakhali
এখন নিজেকেই আর বিশ্বাস করতে পারি না,অন নিজেরেই আর বিশ্বাস কইরতে হারি না,Noakhali
কি ছিলাম আর কি হলাম,কি আছিলাম আর কি অইলাম,Noakhali
আমার বিয়ের বয়স ২২ মাস,আর বিয়ার বয়স ২২ মাস,Noakhali
আমার ৮ মাসের একটা ছেলে বাবু আছে,আর আশটে মাসের ওকগা হোলা বাবু আছে,Noakhali
এই করোনায় অনার্স ফাইনাল ইয়ারে থাকাকালীন বিয়ে হয়ে যায় আমার,এই করোনায় অনার্স হাইনাল ইয়ারে থাকাকালীন বিয়া অই যায় আর,Noakhali
আমি গনিতে অনার্স করতেছিলাম,আই গনিতে অনার্স কইরতেছিলাম,Noakhali
এদিকে যার সাথে বিয়ে হয় সে অশিক্ষিত,এম্মির দিকে যার লগে বিয়া হয় হে অশিক্ষিত,Noakhali
সে স্কুলেই যাইনি কখনো,হে স্কুলেই যায়নো কোনোদিন,Noakhali
"বিয়ের সময় বলছিলো ছেলে শিক্ষিত,ঢাকায় চাকরি করে","বিয়ার সময় কইছিলো হোলা শিক্ষিত,ঢাকাত চাকরি করে",Noakhali
আমার বর ছোটবেলায় তার মা হারায়,আর বর ছোডোবেলায় হেতার মা হারায়,Noakhali
বিয়ের সময় বলছিলো বরের বাড়ি আছে,বিয়ার সময় কইছিলো বরের বাড়ি আছে,Noakhali
এসব নিয়ে আমি সমস্যা করি নি,ইগিন লই আই সমস্যা করি ন,Noakhali
বোনকে বাসায় পাঠিয়ে দিয়েছি,বোনরে বাসাত হাডাই দিছি,Noakhali
আমি এক কাপড়ে বাসা থেকে বের হয়ে এসেছি,আই এক কাপড়ে বাসার তুন বার অই আইছি,Noakhali
কাল ঘটনাটা শোনার পর থেকে আমার দম বন্ধ লাগছিল,কাইলগা ঘটনাকান হোনার হর তুন আর দম বন্ধ লাগছিলো,Noakhali
আমার স্বামী বাসায় ফিরলেই আমার কোলে মাথা রাখে,আর স্বামী বাসাত আইলেই আর কোলে মাতা রায়,Noakhali
আমি একজন মেয়ে বয়স ২৩ বছর,আই ওকগা মাইয়া বয়স ২৩ বছর,Noakhali
আমার বিয়ে হয়েছে ১ মাস,আর বিয়া অইছে ১ মাস,Noakhali
আমার স্বামী ভালো অনেক,আর স্বামী ভালা অনেক,Noakhali
আমি কিছুই জানতাম না,আই কিছুই জাইনতাম না,Noakhali
কি হবে তার জন্য কেঁদে?,কি অইবো হেতার লাই কাঁদি?,Noakhali
সে তো বুঝবেনা,হেতে তো বুইঝতো ন,Noakhali
তুমি বোকার মতো তাকে নিয়ে ভেবে বসে থাকবে কেন,তুমি বেক্কলের মতন হেতেরে লই ভাবি বই থাকবি কিল্লেই,Noakhali
আমার ইচ্ছা আমি ভাব্বো ,আর ইচ্ছা আই ভাইবগুম ,Noakhali
আমি তো বোকাই ,আই তো বেক্কল ই ,Noakhali
আমি কি বোকা? ,আই কি বেক্কল ?,Noakhali
তুমি অনেক চালাক,তুমি অনেক চালাক,Noakhali
আমি বার বার ভালোবেসে ঠকে গেছি,আই বার বার ভালোবাসি ঠকি গেছি,Noakhali
ভালোবাসা অনেক কষ্টের ,ভালোবাসা অনেক কষ্টের ,Noakhali
তোমার এক ফোটা হাসি দেখার জন্য বসে আছি ,তোয়ার এক হোটা আসি দেনের লাই বই রইছি ,Noakhali
একটু আগেই ঝাড়ু দেওয়া হয়েছে,এককানা আগেই ঝাড়ু দেয়া অইছে,Noakhali
পানি দিয়ে মুছে দেওয়া হয়েছে,হানি দি মুছি দেন অইছে,Noakhali
শিক্ষার্থী নতুন ভর্তি হয়েছে ,শিক্ষার্থী নতুন ভর্তি অইছে ,Noakhali
এলাকায় আগুন লেগেছে,এলাকাত আগুন লাইগছে,Noakhali
আমার নানা অসুস্থ ,আর নানা অসুস্থ,Noakhali
অনেক শিক্ষার্থী নতুন ভর্তি হয়েছে ,অনেক শিক্ষার্থী নতুন ভর্তি অইছে ,Noakhali
রোগীকে হাসপাতালে থাকতে হবে,রোগীরে হাসপাতালে থাইকতে অইবো,Noakhali
নানাকে দেখতে গিয়েছিলাম ,নানারে চাইতে গেছিলাম,Noakhali
আমি আগে দেখিনি,আই আগে দেইনো,Noakhali
নানা আমাকে দেখে খুব খুশি হলো,নানা আরে দেই খুব খুশি অইছে,Noakhali
সেটা একধরনের যোগাযোগ,হেইডা একধরনের যোগাযোগ,Noakhali
আমি গতকাল স্কুলে আসিনি,আই গতকাল স্কুলে আইনো,Noakhali
তাদেও কেও স্কুলে আসেনি ,হেতাগো কেও স্কুলে আইয়ে ন ,Noakhali
তাদের জানার কথা নয়,হেতাগো জানার কতা ন,Noakhali
বড়ো মামা  বিদেশ থেকে এসেছেন,বড়ো মামা  বিদেশ তুন আইছেন,Noakhali
ক্লাসে কোন বিষয় নিয়ে কথা বলছিলেন?,ক্লাসে কোন বিষয় লই কতা কইছিলেন?,Noakhali
কেন পলাশের কথায় বিরক্ত হয়েছিল,কিল্লেই হলাশের কথাত বিরক্ত অইছিলো?,Noakhali
ইচ্ছা ছিল কোনো জায়গায় ঘুরতে যাব,ইচ্ছা আছিলো কোনো জায়গাত ঘুইরতাম যাইয়ুম,Noakhali
অনেকবার লালবাগ কেল্লার কথা শুনেছি,অনেকবার লালবাগ কেল্লার কতা হুইনছি,Noakhali
ঠিক করা হলো সবাই মিলে সেখানে যাব,ঠিক করা অইলো বেকে মিলি হিয়ানে যাইয়ুম,Noakhali
আমার মামাতো বোনও যেতে চাইল,আর মামতো বোনও যাইতে চাইলো,Noakhali
লিখে শিক্ষকের কাছে জমা দাও,লেই শিক্ষকের কাছে জমা দাও,Noakhali
সব অঞ্চলের মানুষের ভাষা এক রকমের নয়,বেক অঞ্চলের মাইনষের ভাষা এক রকমের ন,Noakhali
অনেক শব্দের উচ্চারণ আলাদা হয়,অনেক শব্দের উচ্চারণ আলাদা অয়,Noakhali
দক্ষিণের জেলা কক্সবাজার,দইণের জেলা কক্সবাজার,Noakhali
সাড়ে চারটায় সবার মাঠে আসার কথা,সাড়ে চাইরটায় বেকে মাঠে আইয়নের কতা,Noakhali
আজ কোনো খেলা হবে না ,আইজ কোনো খেলা অইতো ন ,Noakhali
একটা পোড়োবাড়ি আছে,ওকগা হোড়াবাড়ি আছে,Noakhali
এখানে কী করছো তোমরা?,ইয়ানে কী কইরতেছো তোমরা?,Noakhali
চারপাশে কত বড়ো বড়ো গাছ!,চাইরপাশে কত্ত বড্ডা বড্ডা গাছ,Noakhali
দিনের বেলাতেও বাড়ির ভিতরটা অন্ধকার হয়ে থাকে,দিনের বেলাত ও বাড়ির ভিতরকান অন্ধকার অই থায়,Noakhali
রেলগাড়ি চলে রেললাইনের উপর দিয়ে,রেলগাড়ি চলে রেললাইনের উপর দি,Noakhali
উপহার পেতে প্রত্যেকের ভালো লাগে,উপহার হাইতে বেকের ভালা লাগে,Noakhali
অচেনা লোকের উপহার গ্রহণ করি না,যেতাগোরে চিনিনা হেতাগো উপহার গ্রহণ করি না,Noakhali
উপহার দিতে অনেকের ভালো লাগে,উপহার দিতে অনেকের ভালা লাগে,Noakhali
খেলার মাঠে আমরা রোজ খেলতে যাই,খেলার মাডে আমরা রোজ খেইলতে যাই,Noakhali
এক চানাচুরওয়ালাকে দেখা যায়,ওকগা চানাচুরওয়ালারে দেয়া যায়,Noakhali
তিনি চানাচুর বিক্রি করতে আসেন,হেতে চানাচুর বেইচতে আইয়ে,Noakhali
তুমি ভালো আছ জেনে খুশি হলাম,তুমি ভালো আছি জানি খুশি অইলাম,Noakhali
চিঠি সাধারণত খামে ভরে পাঠানো হয়,চিঠি সাধারণত খামে ভরি হাডানো অয়,Noakhali
"খাওয়া-দাওয়ার কথা বলে লাভ নেই, দুঃখ পাবে","খাওন দাওনের কতা কই লাভ নাই, দুঃখ হাইবা",Noakhali
তবে বেঁচে আছি ও খুব ভালো আছি,তবে বাঁচি আছি আর খুব ভালা আছি,Noakhali
তোমরা ভালো আছ জেনে খুশি হলাম,তোমরা ভালো আছ জানি খুশি অইলাম,Noakhali
আমার জন্য বেশি চিন্তা কোরো না,আর লাই বেশি চিন্তা কইরো না,Noakhali
এখন ঘরে ঘরে টেলিভিশন দেখা যায়,অন ঘরে ঘরে টেলিভিশন দেন যায়,Noakhali
"টেলিভিশনে কথা শোনা যায়, ছবিও দেখা যায়","টেলিভিশনে কতা হুনা যায়, ছবিও দেন যায়",Noakhali
রেডিওতে কেবল কথা শোনা যায়,রেডিওত এলা কতা হুনা যায়,Noakhali
হাজার বছর আগে সব পুরুষই পরত ধুতি পরত ,হাজার বছর আগে বেক বেডারাই ধুতি হইরতো ,Noakhali
তখনো মেয়েরা আঁচল টেনে ঘোমটা দিত,হেক্তেও মাইয়ারা আঁচল টানি ঘোমটা দি্তো,Noakhali
ভাত বাঙালির বহুকালের প্রিয় খাদ্য,ভাত বাঙালির বহুকালের প্রিয় খাদ্য,Noakhali
মেয়েরা বাগান করতে ভালোবাসত,মেয়েরা বাগান করতে ভালোবাসত,Noakhali
মেয়েরা সাঁতার কাটতে ভালোবাসত,মেয়েরা সাঁতার কাটতে ভালোবাসত,Noakhali
ধনী লোকেরা ঘোড়া আর হাতির খেলা দেখত,বড়লোকেরা ঘোড়া আর হাতির খেলা দেইখতো,Noakhali
যাতায়াতের প্রধান উপায় ছিল নৌকা,যাতায়াতের হধান উপায় আছিল নৌকা,Noakhali
বড়ো বোনের ঘরে তার জন্যে ছোটো খাট দেওয়া হলো,বড়ো বোইনের ঘরে হের লাই ছোডো খাট দেওয়া অইলো,Noakhali
তার কাছে সব দেশের টাকা আছে,হের কাছে বেক দেশের টেয়া আছে,Noakhali
সে তোকে কিছু উপহার দিলো না?,হে তোরে কিছু উপহার দিলো না?,Noakhali
আম্মা নানাকে একটা চিঠি লিখছেন,আম্মা নানারে এককান চিডি লিখছেন,Noakhali
আমাদের নামের প্রয়োজন হয় না,আর নামের হয়োজন অয় না,Noakhali
আমরা এমনিতেই পরিচয় রাখতে পারি,আমরা এন্নেই হরিচয় রাইখতাম হারি,Noakhali
 তোমাকে একটা উপহার দিতে চাই,তোয়ারে এককান উপহার দিতাম চাই,Noakhali
সেটি টেবিলের উপরে রাখা ছিল,হেটা টেবিলের উপরে রান আছিলো,Noakhali
আমার প্রিয় একটা বই হারিয়ে গেছে,আর হিরিয় ওকগা বই আজি গেছে,Noakhali
ফোন করে জানাল,হোন করি জানাইছে,Noakhali
তার প্রিয় একটা বই হারিয়ে গেছে,হেতার হিরিয় ওকগা বই আজি গেছে,Noakhali
কে নিয়েছে ?,কুনগা নিয়ছে ?,Noakhali
সে ব্যাপারে নিশ্চিত নই,হেডার ব্যাপারে নিশ্চিত ন,Noakhali
সে হয়তো পড়ার জন্যই নিয়েছে,হে হয়তো হড়ার লাইয়ে নিছে,Noakhali
কোনো ব্যাপারে নিশ্চিত না হয়ে কাউকে দোষ দেওয়া ঠিক নয়,কোনো ব্যাপারে নিশ্চিত না অই কাউরে দোষ দেওন ঠিক ন,Noakhali
"যে নিয়েছে, সে হয়তো পড়ার জন্যই নিয়েছে","যে নিছে, হে হয়তো হড়ার লাইয়ে নিছে",Noakhali
বইটা পাওয়া যায় কি না,বইকান হাওন যায় কি না,Noakhali
বইটা পাওয়া গেছে,বইকান হাওয়া গেছে,Noakhali
বাবা বইটা বুকশেলফে তুলে রেখেছিলেন,আব্বা বইকান বুকশেলফে তুলি রাখছিলেন,Noakhali
তিনি বুঝতেও পারেননি,হেতনে বুইঝতেও হারেনো,Noakhali
আর পারুলও না বুঝে অন্যদের দোষ দিচ্ছিল,আর হারুলও না বুঝি অন্যগো দোষ দিতেআছিলো,Noakhali
তুমি আমাকে দোষ দিচ্ছ কেন ?,তুমি আরে দোষ দিতেছো কিল্লেই ?,Noakhali
সে রাতের ট্রেনে রাজশাহী থেকে রওনা দিয়েছিল,হেতে রাতের ট্রেইনে রাজশাহী তুন রওনা দিছিলো,Noakhali
এই প্রথম সে ঢাকায় এসেছে,এই হথম হেতে ঢাক আইছে,Noakhali
বাসায় যাওয়ার পথে ফ্লাইওভার দেখে হাবিব অবাক হয়ে গেল,বাসায় যাওনের হথে ফ্লাইওভার ছাই হাবিব অবাক অই গেছে,Noakhali
এটাকে তার মনে হলো দোতলা রাস্তা,এইডা হেতার মনে অইলো দোতলা রাস্তা,Noakhali
রাস্তার পাশে একটি ফুলের দোকান,রাস্তার হাশে ওকগা হুলের দোয়ান,Noakhali
নানা রকম ফুল থরে থরে সাজানো রয়েছে,মেলা ধরণের হুল থরে থরে হাজানো আছে,Noakhali
তার ঠিক পাশেই একটা ফলের দোকান,হেটার ঠিক হাশেই ওকগা হলের দোয়ান,Noakhali
সেখান থেকে বড়ো বোন কিছু পেয়ারা কিনল,হিয়ান তুন বড্ডা আপা কিছু হেয়ারা কিনলো,Noakhali
সবার সাথে কুশল বিনিময় হলো,বেকের লগে কুশল বিনিময় অইলো,Noakhali
টেবিলে নাশতা দেওয়া ছিল,টেবিলে নাশতা দেওন আছিলো,Noakhali
হাত-মুখ ধুয়ে সে নাশতা করতে বসল,হাত-মুক ধুই হে নাশতা কইরতে বইছে,Noakhali
সেদিন ছিল বাংলাদেশ দলের ক্রিকেট খেলা,হেদিন আছিলো বাংলাদেশ দলের ক্রিকেট খেলা,Noakhali
খাওয়া শেষ করেই টেলিভিশনের সামনে গিয়ে বসল,খাওয়া শেষ করিয়ে টেলিভিশনের সামনে যাই বইলো,Noakhali
সব মিলিয়ে তার খুব আনন্দ হচ্ছিল,বেগগিন মিলাই হেতার খুব আনন্দ হইতেছিলো,Noakhali
মেয়ে কী কাণ্ড করেছে জানো?,মাইয়া কী কাণ্ড কইরছে জানো?,Noakhali
সোনার চুড়িটা ভেঙে দু-টুকরো করেছে,সোনার চুড়িকান ভাঙি দুই-টুকরা কইরছে,Noakhali
ইচ্ছা করে ভেঙেছি নাকি?,ইচ্ছা করি ভাইঙছে নাকি?,Noakhali
পা পিছলে পড়ে গেলাম তো কী করব?,হা হিছলি হড়ি গেলাম তো কীরতাম? ,Noakhali
আমার যে ব্যথা লাগল সেটা বুঝি কিছু নয়,আর যে দুক্কু লাইগলো হেইডা বুঝি কিছু ন,Noakhali
মেয়েকে পরতে দিয়েছিলেন,মাইয়ারে হইড়তে দিছিলেন,Noakhali
আমার নানা সুস্থ,আর নানা সুস্থ ,Noakhali
রোগীকে হাসপাতালে ভর্তি হতে হবে ,রোগীরে হাসপাতালে ভর্তি অইতে অইবো ,Noakhali
এত বড়ো হাসপাতাল আমি আগে দেখিনি,এদ্দুরার জাগা হাসপাতাল আই আগে দেইনো,Noakhali
আমাকে দেখে খুব খুশি হলো,আরে দেই খুব খুশি অইলো,Noakhali
আমি অন্যের সাথে কথা বলি ,আই অন্যের লগে কতা কই,Noakhali
তিনি বিদেশ থেকে এসেছেন,হেতোনে বিদেশ তুন আইছেন,Noakhali
তিনি কোন বিষয় নিয়ে কথা বলছিলেন?,হেতনে কোন বিষয় লই কতা কইছিলেন?,Noakhali
চলো ঐতিহাসিক জায়গাইয় ঘুরতে যাব,চলো ঐতিহাসিক জায়গাত ঘুইরতে যাইয়ুম,Noakhali
ঠিক করা হলো সবাই মিলে যাব,ঠিক করন অইলো বেকে মিলি যাইয়ুম,Noakhali
আমাদের যাওয়ার কথা শুনে সেও যাইতে চাইল ,আঙ্গো যানের কতা হুনি হেতেও যাইতে চাইল,Noakhali
সব মানুষের ভাষা এক রকমের নয়,বেক মাইনষের ভাষা এক রকম ন,Noakhali
সে মাঠে আসেনি ,হেতে মাডে আইয়েনো ,Noakhali
জরুরি সভা হবে,জরুরি সভা অইবো,Noakhali
হাসপাতালে আমি আগে যাইনি,হাসপাতালে আই আগে যাইনো,Noakhali
আমি অন্যের সাথে কথা বলি না,আই অন্যের লগে কতা কই না,Noakhali
তিনি কি বিদেশ থেকে এসেছেন,হেতনে কি বিদেশ তুন আইছেন,Noakhali
সবার ভাষা এক রকমের নয়,বেকের ভাষা এক রকমের ন,Noakhali
তার কাছে অনেক টাকা আছে,হেতার কাছে মেলা টেয়া আছে,Noakhali
কয়েক দিন অপেক্ষা করো ,কোগা দিন অপেক্ষা করো,Noakhali
আমার বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,আর বাসার লগে রাস্তার হাশে ওকগা হুলের দোয়ান,Noakhali
তার কাছে অনেক দেশের টাকা আছে,হেতার কাছে মেলা দেশের টেয়া আছে,Noakhali
আমি তোমাকে একটা উপহার দিতে চাই,আই তোয়ারে ওকগা উপহার দিতাম চাই,Noakhali
সব শুনে আমি বললাম,বেগগিন হুনি আই কইলাম,Noakhali
কয়েক দিন অপেক্ষা করে দেখো,কোগাদিন অপেক্ষা করি চাও,Noakhali
"কিছু দিন পরে পারুল নিজেই জানাল, বইটা পাওয়া গেছে","কিছু দিন হরে হারুল নিজেই জানাইছে, বইকান হাওন গেছে",Noakhali
এক বই নিয়ে এত ঘটনা ঘটে যাবে,ওকগা বই লই এতাগাইন ঘটনা ঘডি যাইবো,Noakhali
সে না বুঝে অন্যদের দোষ দিচ্ছিল,হিগা না বুঝি অন্যগো দোষ দিতেআছিলো,Noakhali
কমলাপুর রেলস্টেশন থেকে বোনের বাসায় যাচ্ছি ,কমলাহুর রেলস্টেশন তুন বোইনের বাসাত যাইতেছি,Noakhali
বোনের বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,বোইনের বাসার লগে রাস্তার হাশে ওকগা হুলের দোয়ান,Noakhali
"রজনীগন্ধা, গোলাপ, গাঁদা-সহ নানা রকম ফুল আছে দোকানে ","রজনীগন্ধা, গোলাপ, গাঁদা-সহ মেলা রকম হুল আছে দোয়ানো ",Noakhali
 বড়ো বোনের জন্য কিছু পেয়ারা কিনল,বড্ডা আপার লাই কিছু হেয়ারা কিনলো,Noakhali
 বড়ো বোন কিছু পেয়ারা কিনল,বড্ডা আপা কিছু হেয়ারা কিনলো,Noakhali
তো আমি কী করব?,তো আই কিরতাম?,Noakhali
সমান দুটো টুকরো হয়ে গেছে,সমান দুগা টুকরা অই গেছে,Noakhali
দু-টুকরো হলো কী করে?,দুই-টুকরা অইলো কী করি?,Noakhali
এটা আমাদের বাড়ি,এটা আঙ্গো বাড়ি,Noakhali
এই বাড়িটা আমাদের,এই বাড়িকান আঙ্গো,Noakhali
প্রথমে বালিশের তলাটা হাতড়ালেন,প্রথমে বালিশের তলাকান হাতড়াইলেন,Noakhali
এত সুন্দর লাগে তার,এত সুন্দর লাগে হের,Noakhali
শুধু তাকিয়ে থাকতে ইচ্ছে করে,শুধু রেনি থাইকতে মন চায়,Noakhali
তাদের বাগান অন্যদের বাগানের মতো নয়,হেতাগো বাগান অন্যগো বাগানের লাইন ন,Noakhali
বিশাল বড়ো বড়ো গাছ,বিশাল বড্ডা বড্ডা গাছ,Noakhali
পুতুলের এই জন্যেই খুব মন খারাপ,হুতুলের এডার লাইয়ে খুব মন খারাপ,Noakhali
গাছগুলোর দিকে তাকালেই তার কান্না পেয়ে যায়,গাছগুনের দিকে রেইনলেই হিগার কান্না হাই যায়,Noakhali
ছোটোরা অনেক কাজ করে যেগুলো বড়োরা পছন্দ করে না,ছোডোরা এমন অনেক কাম করে জিগিন মুরগবিরা হছন্দ করে না,Noakhali
তাছাড়া আরেকটা কারণও আছে,হেইডাছাড়াও আরেককান কারণ আছে,Noakhali
ঘরে আলো-হাওয়া তেমন ঢুকতে পারে না,ঘরে আলো-হাওয়া হিরুম ঢুইকতে হারে না,Noakhali
আমাদের চলতেই পারে না,আঙ্গো চইলতেই হারে না,Noakhali
হাতে তালি দিয়ে দিয়ে কি পড়া যায়?,আতে তালি দি দি কি হড়া যায়?,Noakhali
কোথাও যাওয়ার রাস্তা,কোনানো যাওনের রাস্তা,Noakhali
এখানে নাকি একটা শিশুপার্ক হবে,ইয়ানো বেলে ওকগা শিশুপার্ক অইবো,Noakhali
তোমাদের কথা শুনে হাসছি,তোমাগো কতা হুনি আইসছি,Noakhali
মিথ্যা কথা বোলো না,মিছা কতা কইছ না,Noakhali
যে অত্যাচার করে,যিগা অত্যাচার করে,Noakhali
মেঠো পথের দুপাশে সবুজ ধানখেত,মেঠো হথের দুহাশে সবুজ ধানখেত,Noakhali
হঠাৎ সামনের মেয়েটি থমকে দাঁড়াল,হঠাৎ সামনের মাইয়াগা থমকি খাড়াইলো,Noakhali
ধানখেত পার হতেই একটা বড়ো পুকুর,ধানখেত হার অইতেই ওকগা বড্ডা হুইর,Noakhali
চোখের আড়াল হয়ে গেছে,চোখের আড়াল অই গেছে,Noakhali
সে আমার চোখের আড়াল হয়ে গেছে ,হেতে আর চোখের আড়াল অই গেছে ,Noakhali
সেখানকার পানি টলটলে,হিয়ানকার হানি টলটলে,Noakhali
পুকুরের ধারে একটা বড়ো আমগাছ,হুইরের হাড়ে ওকগা বড্ডা আমগাছ,Noakhali
"আমার মনে হচ্ছে, এবার অনেক আম ধরবে","আর মনে অইতেছে, এবার অনেক আম ধইরবো",Noakhali
আমি আম খেতে ভালোবাসি,আই আম খাইতে ভালাবাসি,Noakhali
সেই আমগাছের দিকে তাকিয়ে ছিলাম ,হেই আমগাছের দিকে রেনি আছিলাম,Noakhali
আমগাছের দিকে তাকিয়ে একটি মেয়ে বলল,আমগাছের দিকে ছাই ওকগা মাইয়া কইলো,Noakhali
আমার দিকে তাকিয়ে একটি মেয়ে বলল,আর দিকে রেনি ওকগা মাইয়া কইলো,Noakhali
সবাই তাকিয়ে দেখল,বেকে রেনি ছাইলো,Noakhali
আমগাছে প্রচুর মুকুল এসেছে,আমগাছে হছুর মুকুল আইছে,Noakhali
সাদা মুকুলে আমগাছের সবুজ পাতা ঢাকা পড়েছে,সাদা মুকুলে আমগাছের সবুজ হাতা ঢাকা হইড়ছে,Noakhali
তাঁর বয়স কম-বেশি সত্তর বছর,হেতাঁর বয়স কম-বেশি হত্তুর বছর,Noakhali
তিনি ওদের কথা শুনে বললেন,হেতোনে হিগুনের কতা হুনি কইলেন,Noakhali
ও ঠিকই বলেছে,ও ঠিকই কইছে,Noakhali
"যে বছর ধান ভালো হয়, সে বছর আমের ফলনও ভালো হয়","যে বছর ধান ভালা অয়, হে বছর আমের হলনও ভালা অয়",Noakhali
"সবাই যখন পড়তে বসে, রাজীব তখন ঘুমায়","বেকে যন হইড়তে বইয়ে, রাজীব তন ঘুমায়",Noakhali
"সবাই যখন পড়তে বসে, আমি তখন ঘুমাই","বেকে যন হইড়তে বইয়ে, আই তন ঘুমাই",Noakhali
আমি সকালে দেড়ি করে ঘুম থেকে উঠি ,আই ভোরে দেড়ি করি ঘুম তুন উডি ,Noakhali
আমি  ঠিকই বলেছি,আই ঠিকই কইছি,Noakhali
ভাই তখন পড়তে বসে,ভাই তন হইড়তে বইয়ে,Noakhali
আমি সকাালে পড়তে বসি ,আই সকালে হইড়তে বই ,Noakhali
আজকাল কী যে করছে ছেলেটা,আইজকাল কী যে কইরতেছে হোলাটা,Noakhali
বয়স সবে চার বছর পূর্ণ হলো,বয়স এলা চাইর বছর হুর্ণ অইলো,Noakhali
