standard_text,dialect_text,dialect
জরুরি সভা হবে,জরুলি সভা হইবে,Barishal
হাসপাতালে আমি আগে যাইনি,হাসপাতালে মুই আগে যাই নাই,Barishal
আমি অন্যের সাথে কথা বলি না,মুই অন্যের লগে কথা কই না,Barishal
তিনি কি বিদেশ থেকে এসেছেন,হ্যায় কি বিদেশে গোনে আইছে,Barishal
সবার ভাষা এক রকমের নয়,হগলডির ভাষা এক রহমের না,Barishal
তার কাছে অনেক টাকা আছে,হ্যার ধারে বেমালা টাহা আছে,Barishal
কয়েক দিন অপেক্ষা করো ,কয়ডা দিন অপেক্ষা কর,Barishal
আমার বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,মোর বাড়ির ধারে রাস্তার পাশে এউক্কা ফুলের দোহান,Barishal
তার কাছে অনেক দেশের টাকা আছে,হ্যার ধারে ম্যালা দেশের টাহা আছে,Barishal
আমি তোমাকে একটা উপহার দিতে চাই,মুই তোমারে এউক্কা উপহার দেতে চাই,Barishal
সব শুনে আমি বললাম,বেবাক হুইননা মুই কইলাম,Barishal
কয়েক দিন অপেক্ষা করে দেখো,কয়ডা দিন অপেক্ষা কইররা দ্যাহো,Barishal
"কিছু দিন পরে পারুল নিজেই জানাল, বইটা পাওয়া গেছে",কয়ডা দিন পর পারুল নিজেই কইলো বইডা পাওয়া গ্যাছে,Barishal
এক বই নিয়ে এত ঘটনা ঘটে যাবে,এউক্কা বই লইয়া এত ঘটনা ঘইটটা যাইবে,Barishal
সে না বুঝে অন্যদের দোষ দিচ্ছিল,হ্যায় না বুইজঝা অন্যডির দোষ দেতেয়াছেলে,Barishal
কমলাপুর রেলস্টেশন থেকে বোনের বাসায় যাচ্ছি ,কমলাপুর রেল এস্টেশন গোনে বুইনের বাড়ি যাইতেয়াছি,Barishal
বোনের বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,বুইনের বাড়ির ধারে রাস্তার পাশে এউক্কা ফুলের দোহান,Barishal
"রজনীগন্ধা, গোলাপ, গাঁদা-সহ নানা রকম ফুল আছে দোকানে ","রজনীগন্ধা, গোলাপ, গেন্দাসহ ম্যালা রহমের ফুল আছে দোহানে",Barishal
 বড়ো বোনের জন্য কিছু পেয়ারা কিনল,বড় বুইনের লইজ্ঞা কয়ডা হোবরি কেনছে,Barishal
 বড়ো বোন কিছু পেয়ারা কিনল,বড় বুইন কয়ডা হোবরি কেনছে,Barishal
তো আমি কী করব?,ত্যায় মুই কি করমু?,Barishal
সমান দুটো টুকরো হয়ে গেছে,সমান দুজ্ঞা টুকরা হইয়া গ্যাছে,Barishal
দু-টুকরো হলো কী করে?,দুইটুকরা হইলে ক্যামনে?,Barishal
এটা আমাদের বাড়ি,এইজ্ঞা মোগো বাড়ি,Barishal
এই বাড়িটা আমাদের,এই বাড়িউজ্ঞা মোগো,Barishal
প্রথমে বালিশের তলাটা হাতড়ালেন,পোরথোমে বালিশের তলে হাতাইছে,Barishal
এত সুন্দর লাগে তার,এত্তো সুন্দর লাগে হ্যার,Barishal
শুধু তাকিয়ে থাকতে ইচ্ছে করে,খালি চাইয়া থাকতে ইচ্ছা করে,Barishal
তাদের বাগান অন্যদের বাগানের মতো নয়,হ্যাগো বাগান অন্যগো বাগানের নাহান না,Barishal
বিশাল বড়ো বড়ো গাছ,বিশাল এত্তোর এত্তোর গাছ,Barishal
পুতুলের এই জন্যেই খুব মন খারাপ,পুতুলের এইয়ার লইজ্ঞাই একছের মন খারাপ,Barishal
গাছগুলোর দিকে তাকালেই তার কান্না পেয়ে যায়,গাছগুলানের দিক চাইলেই হ্যার কান্দোন পাইয়া যায়,Barishal
ছোটোরা অনেক কাজ করে যেগুলো বড়োরা পছন্দ করে না,গুরাগারারা ম্যালা কাম করে যেইডি বড়রা পছন্দ করেনা,Barishal
তাছাড়া আরেকটা কারণও আছে,হেইয়াছাড়াও আরেউক্কা কারণও আছে,Barishal
ঘরে আলো-হাওয়া তেমন ঢুকতে পারে না,ঘরে আলো বাতাস হেইরহম ঢোকতে পারে না,Barishal
আমাদের চলতেই পারে না,মোগো চলতেই পারে না,Barishal
হাতে তালি দিয়ে দিয়ে কি পড়া যায়?,হাত তালি দিয়া কি পড়া যায়?,Barishal
কোথাও যাওয়ার রাস্তা,কোনহানে যাওনের রাস্তা নাই,Barishal
এখানে নাকি একটা শিশুপার্ক হবে,এইহানে বোলে এউক্কা শিশুপার্ক হইবে?,Barishal
তোমাদের কথা শুনে হাসছি,তোমাগো কথা হুইননা হাসতেয়াছি,Barishal
মিথ্যা কথা বোলো না,মিছা কথা কইও না,Barishal
যে অত্যাচার করে,যেই অত্যাচার করে,Barishal
মেঠো পথের দুপাশে সবুজ ধানখেত,মাডির রাস্তার দুইপাশে কোলা,Barishal
হঠাৎ সামনের মেয়েটি থমকে দাঁড়াল,হুটকইররা সামনের মাইয়াউজ্ঞা থমকাইয়া খাড়াইছে,Barishal
ধানখেত পার হতেই একটা বড়ো পুকুর,কোলা পার হইয়াই এইক্কা বড় পুহুইর,Barishal
চোখের আড়াল হয়ে গেছে,চোখের বায়ড়ায় গ্যাছে,Barishal
সে আমার চোখের আড়াল হয়ে গেছে ,হ্যায় মোর চোখের বায়ড়ায় গ্যাছে,Barishal
সেখানকার পানি টলটলে,হেইহানের পানি টলটইল্লা,Barishal
পুকুরের ধারে একটা বড়ো আমগাছ,পুহুইরের ধারে এউক্কা বড় আমগাছ,Barishal
"আমার মনে হচ্ছে, এবার অনেক আম ধরবে","মোর মনে হইতেয়াছে, এইফির বেমালা আম ধরবে",Barishal
আমি আম খেতে ভালোবাসি,মুই আম খাইতে ভালোবাসি,Barishal
সেই আমগাছের দিকে তাকিয়ে ছিলাম ,হেই আমগাছের দিক চাইয়া আল্লাহম,Barishal
আমগাছের দিকে তাকিয়ে একটি মেয়ে বলল,আমগাছের দিক চাইয়া এউক্কা মাইয়া কইলো,Barishal
আমার দিকে তাকিয়ে একটি মেয়ে বলল,মোর দিক চাইয়া এউক্কা মাইয়া কইলো,Barishal
সবাই তাকিয়ে দেখল,হগলডি চাইয়া দ্যাখলো,Barishal
আমগাছে প্রচুর মুকুল এসেছে,আমগাছে বেমালা বোল আইছে,Barishal
সাদা মুকুলে আমগাছের সবুজ পাতা ঢাকা পড়েছে,সাদা বোলে আমগাছের সবুজ পাতা ঢাইক্কা গ্যাছে,Barishal
তাঁর বয়স কম-বেশি সত্তর বছর,হ্যার বয়স কমবেশি সত্তুর বছর,Barishal
তিনি ওদের কথা শুনে বললেন,হ্যায় অগো কথা হুইন্না কয়,Barishal
ও ঠিকই বলেছে,অয় ঠিকই কইছে,Barishal
"যে বছর ধান ভালো হয়, সে বছর আমের ফলনও ভালো হয়","যেই বছর ধান ভালো হয়, হেই বছর আমের ফলনও ভালো হয়",Barishal
"সবাই যখন পড়তে বসে, রাজীব তখন ঘুমায়","হগলডি যহন পড়তে বয়, রাজীব হেইকালে ঘুমায়",Barishal
"সবাই যখন পড়তে বসে, আমি তখন ঘুমাই","হগলডি যহন পড়তে বয়, মুই হেইকালে ঘুমাই",Barishal
আমি সকালে দেড়ি করে ঘুম থেকে উঠি ,মুই বেইন্নাহালে দেড়ি কইররা ঘুমে গোনে উডি,Barishal
আমি  ঠিকই বলেছি,মুই ঠিকই কইছি,Barishal
ভাই তখন পড়তে বসে,ভাই তহন পড়তে বহে,Barishal
আমি সকাালে পড়তে বসি ,মুই বেইন্নাহালে পড়তে বই,Barishal
আজকাল কী যে করছে ছেলেটা,আইজকাইল কি যে করতেয়াছে পোলাডা,Barishal
বয়স সবে চার বছর পূর্ণ হলো,বয়স হবায় চাইর বছর পুরা হইছে,Barishal
সবকিছুতেই তার এলোমেলো আচরণ,হগলকিছুতেই হ্যার আউলাঝাউলা আচরণ,Barishal
বাবা একদিন কথায় কথায় মাকে বললেন,আব্বা একদিন কথায় কথায় মায়রে কয়,Barishal
ছেলেটার সব কাজ এমন এলোমেলো হচ্ছে কেন?,পোলাডার হগল কাম এইরহম আউলাঝাউলা হইতেয়াছে কির লইজ্ঞা?,Barishal
মেয়েটার সব কাজ এমন এলোমেলো হচ্ছে কেন?,মাইয়াডার হগল কাম এইরহম আউলাঝাউলা হইতেয়াছে কির লইজ্ঞা?,Barishal
সব কাজ তো এলোমেলো হচ্ছে না,হগল কাম তো আউলাঝাউলা হইতেয়াছে না,Barishal
আমি খাইয়ে দিলে রাজীব সময়মতো খায়,মুই খাওয়াইয়া দেলে রাজীব সময়মতো খায়,Barishal
মার কথা শুনে বাবা হাসলেন,মায়ের কথা হুইন্না আব্বা হাসে,Barishal
"আরেকটু বড়ো হলে কী করবে, সেটাই দেখার বিষয়",আরেকটু বড় হইলে কি করবে হেইডাই দ্যাহার বিষয়,Barishal
আরেকটু বড়ো হলে কী করবে ?,আরেকটু বড় হইলে কি করবে?,Barishal
"তখন সময়মতো পড়বে, ঘুমাবে, আর খেলবে","তহন সময়মত পড়বে, ঘুমাইবে, আর খ্যালবে",Barishal
দাদির কাছে একটা পুরাতন সিন্দুক আছে,বুর ধারে এউক্কা পুরান সিন্দুক আছে,Barishal
সেই সিন্দুক সবসময়ে তালা দিয়ে আটকানো থাকে,হেই সিন্দুক হগলকালে তালা দিয়া আটাকাইন্না থাহে,Barishal
বহুদিন ধরে ওটা খোলা হয় না,ম্যালাদিন ধইররা অউজ্ঞা খোলা হয়না,Barishal
এই সিন্দুকের ভেতরে কী আছে?,এই সিন্দুকের মইধ্যে কি আছে?,Barishal
দাদি অবাক চোখে আমার দিকে তাকালেন,বু অটাশ চোখে মোর দিক চাইলো,Barishal
চাবি দিয়ে তালা খোলার পর সব দেখতে পাবে,চাবি দিয়া তালা খোলার পর বেবাক দ্যাখতে পাবা,Barishal
"আমার, আর তোমার মার অনেক গয়না আছে",মোর আর তোমার মায়ের বেমালা গয়না আছে,Barishal
বাজার থেকে চাবি বানানোর লোক আনালেন,বাজারে গোনে চাবি বানাইন্নার মানু আনাইছে,Barishal
তিশার জন্য সিন্দুক খোলা হলো,তিশার লইজ্ঞা সিন্দুক খোলা হইবে,Barishal
পলাশের নানা ও নানি একইদিনে মারা যান,পলাশের নানা আর নানি একদিনেই মরছে,Barishal
নানার কঠিন অসুখ হয়েছিল,নানার বড় অসুখ হইল্লে,Barishal
অসুখে তিনি কয়েক বছর ভুগেছিলেন,অসুখে হ্যায় কয়েক বছর ভোগছে,Barishal
তাঁকে হাসপাতালে নেওয়া হয়েছিল,হ্যারে হাসপাতালে লওয়া হইল্লে,Barishal
কিন্তু বাঁচানো যায়নি,তয় বাচাইন্না যায়নাই,Barishal
বেশ কয়েকদিন পলাশের মন খুব খারাপ ছিল,ম্যালাদিন পলাশের মন বেমালা খারাপ আল্লেহ,Barishal
বেশ কয়েকদিন আমার মন খুব খারাপ ছিল,ম্যালাদিন মোর মন বেমালা খারাপ আল্লেহ,Barishal
তাই তখন সে কারও সাথে কথা বলত না,হেইতে তহন হ্যায় কারো লগে কথা কইতে না,Barishal
মানুষের বার্ধক্য আর মৃত্যুকে ঠেকানো যায় না,মানের বয়স আর মরন ঠেহাইন্না যায় না,Barishal
তবু প্রতিটি মৃত্যু মানুষকে কষ্ট দেয়,হ্যাও প্রতিডা মরন মানেরে কষ্ট দ্যায়,Barishal
শেষ বলে ছয় মেরে বাংলাদেশ জিতে গেল,শ্যাষ বলে ছক্কা মাইররা বাংলাদেশ জিততা গ্যাছে,Barishal
আহ্! কী চমৎকার খেলাই না দেখলাম,আহা কি চমেতকার খেলা দ্যাখলাম,Barishal
"ছোটো বোন চিৎকার দিয়ে উঠল, দারুণ",ছোডো বুইন চিল্লান দিয়া ওঠছে দারুণ,Barishal
"বাহ্, এমন খেলা বহুদিন দেখিনি",বাহ এইরহম খ্যালা ম্যালাদিন দেহিনাই,Barishal
"আহা! যারা হেরে গেল, ওদের মনে অনেক কষ্ট",আহারে যেরা হাইররা গ্যাছে অগো মনে বেমালা কষ্ট,Barishal
খেলায় হারজিত থাকতেই পারে,খ্যালায় হারজিত থাকতেই পারে,Barishal
আরে! এর মধ্যেই দেখি বিজয় মিছিল শুরু হয়ে গেছে,অরে ব্যাডা এইয়ার মইধ্যেই দেহি বিজয় মিছিল শুরুহইয়া গ্যাছে,Barishal
বাপরে বাপ! কত বড়ো মিছিল,বাপরে বাপ কত্তোর মিছিল,Barishal
একটি শব্দের অনেক রকম অর্থ থাকতে পারে,এউক্কা শব্দের ম্যালা রহমের অর্থ থাকতে পারে,Barishal
আম পাকে বৈশাখে কুল পাকে ফাগুনে,আম পাহে বৈশাখে কুল পাহে ফাগুনে,Barishal
কাঁচা ইট পাকা হয় পোড়ালে তা আগুনে,কাচা ইট পাহা হয় পুড়াইলে হেইয়া আগুনে,Barishal
"রোদে জলে টিকে রং, পাকা কই তাহারে",রউদে জইল্যা টেহে রঙ পাহা কই হেইয়ারে,Barishal
ফলারটি পাকা হয় লুচি দই আহারে,খাওনডা পুরা হয় লুচি দই খাওনে,Barishal
চুল পাকে বয়সে,চুল পাহে বাতাসে,Barishal
পাকা ছেলে বেশি কথা কয় সে,পাকনা পোলা ম্যালা কথা কয় হ্যায়,Barishal
কান পাকে ফোড়া পাকে,কান পাহে ফোড়া পাহে,Barishal
বুদ্ধি পাকিয়ে তোলে লেখাপড়া গিলিয়ে,বুদ্ধি পাহাইয়া উডায় লেহাপড়া গিলাইয়া,Barishal
কথা যার পাকা নয় কাজে তার ঠনঠন,কথা যের পাহা না কামে হ্যার ঠনঠন,Barishal
অনেক দূরের পথ,বেমালা দুরের পথ,Barishal
বাসে করেই তাঁকে রওনা দিতে হলো,বাসে কইররাই হ্যারে রওনা দেতে হইছে,Barishal
"বাস থেকে যখন নামলেন, তখন সকাল হয়ে গেছে",বাসে গোনে যহন নামছে তহন বেইন্নাহাল হইয়া গ্যাছে,Barishal
সকাল হয়ে গেছে,বেয়ান হইয়া গ্যাছে,Barishal
একটা ভালো কাজ করতে পারবেন,এউক্কা ভালো কাম করতে পারবেন?,Barishal
তোমাদের কারো বিশ্বাস হবে না,তোমাগো কারো বিশ্বাস হইবেনা,Barishal
কথাটি তোমাদের কারো বিশ্বাস হবে না,কথাডা তোমাগো কারো বিশ্বাস হইবেনা,Barishal
অনেকগুলো নতুন বই দেখে  আমি অবাক হয়ে বললাম,বেমালা নতুন বই দেইকখা মুই অটাশ হইয়া কইলাম,Barishal
আপনি কি আমাদের বাড়িতে এসেছেন,আমনে কি মোগো বাড়ি আইছেন,Barishal
তিনি আমার কথার জবাবে কিছু বললেন না,হ্যায় মোর কথার উত্তরে কিছু কইলেন না,Barishal
তিনি আমার কথার জবাবে ছোটো করে বললেন হ্যাঁ,হ্যায় মোর কথার উত্তরে ছোডো কইররা কইলেন হ,Barishal
বইগুলোর দিকে তাকিয়ে ছিলাম,বইডির দিক চাইয়া আল্লাহম,Barishal
শুধু তাঁর হাতের দিকে তাকিয়ে ছিলাম,খালি হ্যার হাতের দিক চাইয়া আল্লাহম,Barishal
কেন তা কি জানতে পারি? ,কির লইজ্ঞা হেইয়া কি জানতে পারি?,Barishal
পরে আমরা লাইব্রেরি দেখতে যাই,হেইয়ার পর মোরা লাইব্রেরি দ্যাখতে যাই,Barishal
"খুবই বড়ো লাইব্রেরি সন্দেহ নেই, ব্যবস্থাও খুব ভালো","বেমালা বড় লাইব্রেরি সন্দেহ নাই, ব্যবস্থাও ম্যালা ভালো",Barishal
রিডিং রুমগুলো ভাগ ভাগ করা রয়েছে,পড়ার রুমগুলান ভাগ ভাগ করা রইছে,Barishal
শিক্ষকরাও তাদের সাথে আছেন,শিক্ষকরাও হ্যাগো লগে আছে,Barishal
যাওয়ার সাথে সাথে কী একটা শব্দ করল,যাওনের লগে লগে কিরহম এউক্কা আওয়াজ করল,Barishal
আর সকল ছেলেমেয়ে লাইন বেঁধে দাঁড়িয়ে গেল,আর হগল পোলামাইয়া লাইন বাইন্ধা খাড়াইয়া গ্যাল,Barishal
আমরা সালাম গ্রহণ করলাম,মোরা সালাম নেলাম,Barishal
তারা স্লোগান আরম্ভ করল,হ্যারা স্লোগান আরম্ভ করল,Barishal
আমরা বিদায় নিয়ে চলে এলাম,মোরা বিদায় লইয়া চইললা আইলাম,Barishal
আমি সাগর পাড়ি দেবো,মুই সাগর পাড়ি দিমু,Barishal
সব দিনের মতো সেদিনও ওরা খেলতে গিয়েছিল,হগলদিনের নাহান হেইদিনও অরা খ্যালতে গ্যাল্লেহ,Barishal
কয়েকজন লোক ফিতা নিয়ে মাপজোখ করছে,গোডাচাইরে মানু ফিতা লইয়া মাপামাপি করতেয়াছে,Barishal
একজনের হাতে আবার মোটা একটা খাতা,একজনের হাতে আবার মোডা এউক্কা খাতা,Barishal
সেখানে কলম দিয়ে কীসব টুকে রাখছে,হেইহানে কলম দিয়া কিজানি তুইল্লা রাখতেয়াছে,Barishal
"কী করছে, তা তো জানি না",কি করতেয়াছে হেইয়া তো জানি না,Barishal
কয়েকজন একসঙ্গে বলে ওঠে,কয়েকজন একলগে কইয়া ওডে,Barishal
বদলে যাচ্ছে আমাদের খেলার মাঠটা তাই না?,পালডাইয়া যাইতেয়াছে মোগো খ্যালার মাঠটা না?,Barishal
কোন বিষয় নিয়ে আমার রাগ থাকলে আমি কিছু বললেও উনি চুপ করে থেকে আমাকে বুঝায়,কোন বিষয় লইয়া মোর রাগ থাকলে মুই কিছু কইলেও হ্যায় চুপ কইররা থাইক্কা মোরে বুঝায়,Barishal
নিজেকে উনি দূর্বল ভেবে এমন করে ,নিজেরে দুর্বল ভাইব্বা এইরহম করে,Barishal
উনি মানুষটাই এমন সবাই বলে অনেক ভাগ্য করে নাকি এমন স্বামী পাইছি,হ্যায় মানুডা এমন হগলডি কয় ম্যালা ভাগ্য কইররা এরহম জামাই পাইছি,Barishal
আসলেই মানুষটার প্রতি আমি মুগ্ধ,আসলেই মানুডার উপরে মুই মুগ্ধ,Barishal
এই মুগ্ধতায় বিভোর থাকতে চাই আমি আজীবন,এইরহম মুগ্ধতায় বিভোর থাকতে চাই মুই হারাজীবন,Barishal
স্বামীর প্রতি আমার বিন্দুমাত্র কোন অভিযোগ নেই,জামাইর উপরে মোর একটুও কোন বিচার নাই,Barishal
চলো একদিন দেখা করি পুরো শহর রিক্সায় ঘুরবো,লও একদিন দ্যাহা করি পুরা শহর রিসকায় ঘুরমু,Barishal
এর মাঝখানে চাকরির পড়াশোনায় বেশ খানিকটা ক্ষতি হয়ে যায়,এইয়ার মইধ্যে চাকরির পড়ালেহায় ম্যালা ক্ষেতি হইয়া যায়,Barishal
আমি আজকে কফি খাই নাই , মুই আইজ কফি খাইনাই,Barishal
আমার মাথায় অনেক ব্যাথা করছে ,মোর মাথায় ম্যালা ব্যাথা করতেয়াছে,Barishal
তোমার সৌন্দর্যে আমি মুগ্ধ,তোমার সৌন্দর্যে মুই মুগ্ধ,Barishal
আমি আজকে সকালে তার সাথে কথা বলেছি ,মুই আইজ বেইন্নাহালে হ্যার লগে কথা কইছি,Barishal
তুমি কি আমায় ঘুরতে নিয়ে যাবে? ,তুমি কি মোরে ঘোরতে লইয়া যাবা?,Barishal
আমার স্বামী ৩ বছর ধরে বিদেশে আছেন,মোর জামাই ৩ বছর ধইররা বিদেশ আছে,Barishal
তুমি কি রাতে খেয়েছো ?,তুমি কি রাইতে খাইছো?,Barishal
আপনি কি রাতে খেয়েছেন ?,আমনে কি রাইতে খাইছেন?,Barishal
ছেলেটির নানার বাড়ি বরিশালে,পোলাডার নানা বাড়ি বরিশাল,Barishal
ছেলেটির গ্রামের বাড়ি রাজশাহীতে,পোলাডার গেরামের বাড়ি রাজশাহী,Barishal
আমার ফেসবুক আইডিটা যদি চিড়িয়াখানা হতো,মোর ফেসবুক আইডি ডা যদি চিড়িয়াখানা হইতে,Barishal
ঢাকার মিরপুরে কাল থেকে বিদ্যুৎ যাচ্ছে না কেন,ঢাহার মিরপুরে কাইলগো গোনে কারেন্ট যাইতেয়াছেনা কির লইজ্ঞা?,Barishal
বিদ্যুৎ সমস্যার কি সমাধান হয়ে গেছে  ?,কারেন্টের সমেস্যার কি সুরাহা হইছে?,Barishal
পৃথিবীতে বাবার পরেই দ্বিতীয় বীর যোদ্ধা হলেন বড়ভাই,পিরথিবীতে আব্বার পরেই দুইনম্বর বীর যোদ্ধা হইলে ন্যাভাই,Barishal
 আমার খিদে পেয়েছে,মোর খিদা পাইছে,Barishal
 সামনে কোরবানি ঈদ আসছে,সামনে কোরবানির ঈদ আইতেয়াছে,Barishal
কোরবানি ঈদ হলো ইসলামিক ধর্মের একটি প্রধান উৎসব,কোরবানির ঈদ হইলে ইসলাম ধর্মের এউক্কা পোরধান উৎসব,Barishal
রেগে গেলেন তো হেরে গেলেন,চেইত্যা গ্যাছেন ত্যায় ঠইজ্ঞা গ্যাছেন,Barishal
সুস্থ দেহ ও প্রশান্ত মন একজন মানুষের সব থেকে বড় সম্পদ,সুস্থ দেহ আর প্রশান্ত মন এউক্কা মানের সব চাইয়া বড় সম্পদ,Barishal
আমার কাজ ও ব্যস্ততা বাড়ছে,মোর কাম আর ব্যস্ততা বাড়তেয়াছে,Barishal
অন্যের দোষ সহজেই খুঁজে পাওয়া যায়,অন্যের দোষ সহজেই খুইজ্জা পাওন যায়,Barishal
নিজের দোষ খুঁজে পাওয়া খুব কষ্টকর,নিজের দোষ খুইজ্জা পাওয়া ম্যালা কষ্টকর,Barishal
প্রতিদিন আমি কিছু না কিছু শিখবো,পেরতেকদিন মুই কিছু না কিছু শিখমু,Barishal
সুখী হতে হলে অপ্রয়োজনীয় অনেক কিছু ভুলে যেতে হয়,সুখী হইতে হইলে অপ্রয়োজনীয় ম্যালা কিছু ভুইল্লা যাইতে হয়,Barishal
সবাই ভালোবাসা পেতে চায়,হগলডি ভালোবাসা পাইতে চায়,Barishal
দৃষ্টিভঙ্গি বদলালে জীবন বদলে যাবে,দৃষ্টিভঙ্গি পালডাইলে জীবন পালডাইয়া যাইবে,Barishal
আজ ছুটির দিন,আইজগো ছুটির দিন,Barishal
 সবার জীবনে একটি লক্ষ্য থাকতে হবে,হগলডির জীবনে এউক্কা লক্ষ্য থাকতে হইবে,Barishal
 লক্ষ্য ঠিক করে আমরা জীবনে এগিয়ে যেতে পারি,লক্ষ্য ঠিক কইররা মোরা জীবনে আউগাইয়া যাইতে পারি,Barishal
সবাইকে স্বাগতম,বেবাকেরে স্বাগতম,Barishal
কেরোসিন তেলের দাম কমার ফলে অক্টোবরে চাহিদা কিছুটা বেড়েছিল,কেরেস্তাল ত্যালের দাম কমার লইজ্ঞা অক্টোবরে চাহিদা এট্টু বাড়ছেলে,Barishal
প্রতিদিন অন্তত একটি পেয়ারা করে খেলে পেতে পারেন অনেক উপকার,পেরতেকদিন খালি এউক্কা হোবরি খাইতে পারেন বেমালা উপকার,Barishal
বিভিন্ন ফলের মধ্যে পেয়ারা অন্যতম জনপ্রিয় ফল,বিভিন্ন ফলগুলার ভিত্রে হোবরি অন্যতম জনপ্রিয় ফল।,Barishal
ওজন কমানোর জন্য পেয়ারা অত্যন্ত উপকারী,ওজন কমাইন্যার লইজ্ঞা হোবরি বেমালা উপকারী।,Barishal
গরমের দিনে তাজা নারিকেল পান করা খুব আনন্দদায়ক,গরমের দিনে তাজা নাহোইল খাওয়া বেমালা সুখের।,Barishal
আমার বাড়ীর পিছনে অনেক বড় একটি নারিকেল গাছ আছে,মোর বাড়ির পিছে বেমালা বড় এউক্কা নাহোইল গাছ আছে,Barishal
রান্নাঘরে কে দাড়িয়ে আছে ?,হোশ্যায় কেডা খাড়াইয়া আছে?,Barishal
মাটির পাতিল গুলা অনেক সুন্দর,মাডির পাইলা গুলা বেমালা সুন্দর।,Barishal
মোরগের মাংস দিয়ে ভাত খেতে আমার অনেক ভালো লাগে,রাওয়ার গোস্ত দিয়া ভাত খাইতে মোর বেমালা ভালো লাগে।,Barishal
শিমের তরকারী ডিয়ে ভাত খেতে আমার ভালো লাগে না,উশশির শালুন দিয়া ভাত খাইতে মোর ভালো লাগে না,Barishal
পেঁপে খেতে অনেক সুস্বাদু,কোম্বা খাইতে বেমালা মজা।,Barishal
পেঁপে বাংলাদেশের একটি জনপ্রিয় ফল,কোম্বা বাংলাদেশের এউক্কা জনপ্রিয় ফল।,Barishal
গ্রাম থেকে শহরে আসার সময় অনেক গুলা জাম্বুরা কিনে আনবা,গেরাম গোনে শহরে আওয়ার কালে ম্যালা গুলা ছোলোম কিন্যা আনবা।,Barishal
তুমি কি জামরুল খাও?,তুমি কি লকট খাও?,Barishal
সে ছাদে অনেক গুলো কবুতর পালে,হ্যায় ছাদে বেমালা গুলা কইতোর পালে,Barishal
আমাদের খামারে ৫০০০টির বেশি মুরগি আছে,মোগো খামারে ৫০০০টার বেশি মুরহা আছে,Barishal
আমি একটি মুরগির বাচ্চা পালি,মুই এউক্কা মুরহার ছাও পালি,Barishal
একটি বিড়াল ছানা পালার খুব ইচ্ছা আমার,এউক্কা বিলই ছাও পালার বেমালা ইচ্ছা মোর,Barishal
আমি সাঁতার কাটবো না,মুই হাতোর কাটমু না,Barishal
তুমি একটা বোকা মেয়ে,তুমি এউক্কা গোঙ্গা মাইয়া।,Barishal
সবাই ড্রয়িংরুমে বসছে,বেবাকডি হাইত্নায় বইছে,Barishal
স্টোররুমটি নোংরা হয়ে আছে,উগোইরডা ময়লা হইয়া রইছে।,Barishal
ফ্লোর গুলি মার্বেল পাথর দিয়ে বানানো,খাডাল গুলা মার্বেল পাথর দিয়া বানাইন্যা,Barishal
গ্রামের মানুষরা লাকড়ির চুলা ব্যবহার করে,গেরামের মানে লাকড়ির চুলা ব্যবহার করে,Barishal
আমি দুপুরে শুধু বেগুন তরকারির ঝোল দিয়ে ভাত খেয়েছি,মুই দুহারে হুদা বাইগুন শালুনের হুররা দিয়া ভাত খাইছি,Barishal
লাউ দিয়ে চিংড়ি মাছের ঝোল আমার খুব প্রিয় তরকারি,কদু দিয়া আর ইছা মাছের হুররা মোর বেমালা প্রিয় শালুন,Barishal
গরমের দিনে গোসল করা ছাড়া একটি দিনও  টিকা মুশকিল ,গরমের দিনে নাওয়া ছাড়া এউক্কা দিনও টেহা কঠিন,Barishal
আমি গ্রামের বাড়ীতে গেলে পুকুরে গোসল করি,মুই গেরামের বাড়িতে গেলে পুহুইরে নাইতে যাই,Barishal
আপনাকে যদি জিভে পানি এনে দেবে এমন একটি ফলের নাম বলতে বলা হয় তাহলে আপনার মনে তেঁতুলের নাম আসবেই,আমনেরে যদি জিবরায় পানি আইন্যা দেবে এরহম এউক্কা ফলের নাম কইতে কওয়া হয় হ্যালে আমনের মনে ট্যাঙ্গার নাম আইবেই,Barishal
ছোটবেলায় বাবা মা তেতুল খেতে নিষেধ করে নাই এমন কাওকে মনে হয় না খুঁজে পাওয়া যাবে,ল্যাদাকালে বাপ মায় ট্যাঙ্গা খাইতে মানা করে নাই এরহম কাউরে মনে হয়না খুঁইজ্জা পাওয়া যাইবে,Barishal
তেতুল খেলে বুদ্ধি কমে যায়,ট্যাঙ্গা খাইলে বুদ্ধি কইম্মা যায়,Barishal
তেতুল নিয়ে শুধুমাত্র আমাদের দেশে নয় সারা উপমহাদেশেই প্রচুর ভুল ধারনা আছে,ট্যাঙ্গা লইয়া খালি মোগো দেশে না হারা উপমহাদেশেই বেমালা ভুল ধারণা আছে,Barishal
এটা আমাদের বাড়ির উঠান,এইডা মোর বাড়ির উডান,Barishal
ছোটো বাচ্চারা গ্রামের বাড়ীর উঠানে খেলছে,ছোডো গেদুরা গেরামের বাড়ির উডানে খেলতেয়াছে,Barishal
এই শিশুটি অনেক অসুস্থ,এই গেদুডা বেমালা অসুস্থ,Barishal
