standard_text,dialect_text,dialect
তার ঠিক পাশেই একটা ফলের দোকান,ওগুর ঠিক লগেউ একটা ফল ওর দোকান,Sylhet
সেখান থেকে বড়ো বোন কিছু পেয়ারা কিনল,ওখান তিনে বড় বইনে কিছু সফরি কিনছিল,Sylhet
সবার সাথে কুশল বিনিময় হলো,হকল ওর লগে বালা মন্দ মাত ওইলো,Sylhet
টেবিলে নাশতা দেওয়া ছিল,টেবিলও নাস্তা দেওয়া আছিল,Sylhet
হাত-মুখ ধুয়ে সে নাশতা করতে বসল,হাত মুখ ধইয়া হে নাস্তা খানিত বইলো,Sylhet
সেদিন ছিল বাংলাদেশ দলের ক্রিকেট খেলা,হদিন বাংলাদেশ দল ওর ক্রিকেট খেলা আছিল,Sylhet
খাওয়া শেষ করেই টেলিভিশনের সামনে গিয়ে বসল,খানি শেষ কইরাউ টিভির ধারো গিয়া বইলো,Sylhet
সব মিলিয়ে তার খুব আনন্দ হচ্ছিল,সবতা মিলাইয়া তার খুব আনন্দ ওইতো আছিল,Sylhet
মেয়ে কী কাণ্ড করেছে জানো?,ফুরি এগুয়ে কিতা করছে জানো নি,Sylhet
সোনার চুড়িটা ভেঙে দু-টুকরো করেছে,সোনার চুড়ি ওগু ভাঙিয়া দুই টুকরা করছে,Sylhet
ইচ্ছা করে ভেঙেছি নাকি?,ইচ্ছা করিয়া ভাঙছে৷ নি?,Sylhet
পা পিছলে পড়ে গেলাম তো কী করব?,পা পিছলিয়া পড়ি হেছি তে কিতা করতাম?,Sylhet
আমার যে ব্যথা লাগল সেটা বুঝি কিছু নয়,আমি যে দুখ ফাইছি ওগু কিতা কুন্তা নায়?,Sylhet
মেয়েকে পরতে দিয়েছিলেন,ফুরিরে পড়তে দিছলা নি?,Sylhet
আমার নানা সুস্থ,আমার নানা সুস্থ,Sylhet
রোগীকে হাসপাতালে ভর্তি হতে হবে ,রোগীর হাসপাতাল-ও ভর্তি ওয়া লাগবো,Sylhet
এত বড়ো হাসপাতাল আমি আগে দেখিনি,ওতো বড় হাসপাতাল আমি আগে দেখছি না,Sylhet
আমাকে দেখে খুব খুশি হলো,আমারে দেখিয়া খুব খুশি ওইলো,Sylhet
আমি অন্যের সাথে কথা বলি ,আমি আরেকগুর লগে মাতিয়ার,Sylhet
তিনি বিদেশ থেকে এসেছেন,তাইন বিদেশ তনে আইছোইন,Sylhet
তিনি কোন বিষয় নিয়ে কথা বলছিলেন?,তাইন কিতা লইয়া মাতাত আছলা?,Sylhet
চলো ঐতিহাসিক জায়গাইয় ঘুরতে যাব,চলো তে ঐতিহাসিক জেগাত ঘুরাত যাই,Sylhet
ঠিক করা হলো সবাই মিলে যাব,ঠিক ওইলো হকলে মিলিয়া যাইমু,Sylhet
আমাদের যাওয়ার কথা শুনে সেও যাইতে চাইল ,আমরার যাওয়ার কথা হুনিয়া হেও যাইতো চাইলো,Sylhet
সব মানুষের ভাষা এক রকমের নয়,সব মাইনষের ভাষা এক লাকান নায়,Sylhet
সে মাঠে আসেনি ,হে মাঠ-ও আইছে না,Sylhet
জরুরি সভা হবে,জরুরি সভা ওইবো,Sylhet
হাসপাতালে আমি আগে যাইনি,হাসপাতালও আমি আগে গেছি না,Sylhet
আমি অন্যের সাথে কথা বলি না,আমি অইন্যের লগে মাতি না,Sylhet
তিনি কি বিদেশ থেকে এসেছেন,তাইন কিতা বিদেশ তনে আইছোইন নি?,Sylhet
সবার ভাষা এক রকমের নয়,সব ওর ভাষা এক লাকান নায়,Sylhet
তার কাছে অনেক টাকা আছে,তার ধারো বউত টেখা আছে,Sylhet
কয়েক দিন অপেক্ষা করো ,কয়েকদিন উবাও একটু,Sylhet
আমার বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,আমার বাসার ওবায় রাস্তার ধারো একটা ফুল ওর দোকান,Sylhet
তার কাছে অনেক দেশের টাকা আছে,তার ধারো বউত দেশ ওর টেখা আছে,Sylhet
আমি তোমাকে একটা উপহার দিতে চাই,আমি তুমিতাইন রে একটা উপহার দিতাম চাই,Sylhet
সব শুনে আমি বললাম,হকলতা হুনিয়াউ আমি কইলাম,Sylhet
কয়েক দিন অপেক্ষা করে দেখো,কয়েকদিন উবাইয়া দেখো,Sylhet
"কিছু দিন পরে পারুল নিজেই জানাল, বইটা পাওয়া গেছে","কিছুদিন বাদে পারুলে নিজেউ জানাইলো, বই ওগু ফাওয়া গেছে",Sylhet
এক বই নিয়ে এত ঘটনা ঘটে যাবে,একগু বই নিয়া ওতো ঘটনা ঘটি যাইবো,Sylhet
সে না বুঝে অন্যদের দোষ দিচ্ছিল,হে না বুঝিয়াউ অইন্যরে দোষ দিতো আছলো!,Sylhet
কমলাপুর রেলস্টেশন থেকে বোনের বাসায় যাচ্ছি ,কমলাপুর রেলস্টেশন তনে বইন ওর বাসাত আইছি,Sylhet
বোনের বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,বইন ওর বাসার ওবায় রাস্তার ধারো একটা ফুলের দোকান,Sylhet
"রজনীগন্ধা, গোলাপ, গাঁদা-সহ নানা রকম ফুল আছে দোকানে ","রজনীগন্ধা, গোলাপ, গাঁদা লগে আরো বউত জাত ওর ফুল আছে দোকান-ও",Sylhet
 বড়ো বোনের জন্য কিছু পেয়ারা কিনল,বড় বইন ওর লাগি কিছু সফরি কিনলো,Sylhet
 বড়ো বোন কিছু পেয়ারা কিনল,বড় বইনে কিছু সফরি কিনলো,Sylhet
তো আমি কী করব?,তে আমি কিতা করতাম?,Sylhet
সমান দুটো টুকরো হয়ে গেছে,সমান দুইটা টুকরা ওই গেছে,Sylhet
দু-টুকরো হলো কী করে?,দুই টুকরা ওইলো কিলা?,Sylhet
এটা আমাদের বাড়ি,ওগু আমরার বাড়ি,Sylhet
এই বাড়িটা আমাদের,ওউ বাড়ি ওগু আমরার,Sylhet
প্রথমে বালিশের তলাটা হাতড়ালেন,ফয়লা বালিশ ওর তলা ওগু হাতাইলা,Sylhet
এত সুন্দর লাগে তার,ওতো বালা লাগে তার,Sylhet
শুধু তাকিয়ে থাকতে ইচ্ছে করে,খালি চাই থাকতেউ ইচ্ছা করে,Sylhet
তাদের বাগান অন্যদের বাগানের মতো নয়,তারার বাগান অইন্যরার বাগান ওর লাকান নায়,Sylhet
বিশাল বড়ো বড়ো গাছ,যে বড় বড় গাছ,Sylhet
পুতুলের এই জন্যেই খুব মন খারাপ,পুতুল ওর ওতার লাগিউ খুব মন খারাপ,Sylhet
গাছগুলোর দিকে তাকালেই তার কান্না পেয়ে যায়,গাছ ওকলতোর দিকে চাইলেউ তাইর কান্দা আই যায়,Sylhet
ছোটোরা অনেক কাজ করে যেগুলো বড়োরা পছন্দ করে না,ছোটরা ওতো কাম করে যেতক বড়োরার পছন্দ নায়,Sylhet
তাছাড়া আরেকটা কারণও আছে,ইতা বাদেও আরেকটা কারণ আছে,Sylhet
ঘরে আলো-হাওয়া তেমন ঢুকতে পারে না,ঘর ওর মাঝে আলো বাতাস ওতো ঢুকতো ফারে না,Sylhet
আমাদের চলতেই পারে না,আমরার চলতোউ ফারে না,Sylhet
হাতে তালি দিয়ে দিয়ে কি পড়া যায়?,হাত তালি দিয়া দিয়া কিতা পড়া যায় নি?,Sylhet
কোথাও যাওয়ার রাস্তা,কোন যাওয়ার রাস্তা,Sylhet
এখানে নাকি একটা শিশুপার্ক হবে,ওনো বুলে একটা শিশুপার্ক ওইতো,Sylhet
তোমাদের কথা শুনে হাসছি,তোমরার মাত হুনিয়া হাসছি,Sylhet
মিথ্যা কথা বোলো না,মিছা মাত মাতিও না,Sylhet
যে অত্যাচার করে,যে অত্যাচার কররো,Sylhet
মেঠো পথের দুপাশে সবুজ ধানখেত,মাঠ ওর দুই ধারো সবুজ ধানক্ষেত,Sylhet
হঠাৎ সামনের মেয়েটি থমকে দাঁড়াল,আখতা করি সামনের ফুরিগু থমকি গেছে,Sylhet
ধানখেত পার হতেই একটা বড়ো পুকুর,ধানক্ষেত ফার ওইতেউ একগু বড় পুকরি,Sylhet
চোখের আড়াল হয়ে গেছে,চউখ ওর আড়াল ওই গেছে,Sylhet
সে আমার চোখের আড়াল হয়ে গেছে ,হে আমার চউখ ওর আড়াল ওই গেছে,Sylhet
সেখানকার পানি টলটলে,হনোর পানি টলটলে,Sylhet
পুকুরের ধারে একটা বড়ো আমগাছ,পুকরির কান্দাত একগু বড় আমগাছ,Sylhet
"আমার মনে হচ্ছে, এবার অনেক আম ধরবে","আমার লাগের, এবার বউত আম ধরবো",Sylhet
আমি আম খেতে ভালোবাসি,আমি আম খাইতে বালা ফাই,Sylhet
সেই আমগাছের দিকে তাকিয়ে ছিলাম ,ওউ আম গাছ ওর দিকে চাই রইছলাম,Sylhet
আমগাছের দিকে তাকিয়ে একটি মেয়ে বলল,আম গাছ ওর বায় চাইয়া এক ফুরিয়ে কইলো,Sylhet
আমার দিকে তাকিয়ে একটি মেয়ে বলল,আমার বায়দি চাইয়া এক ফুরিয়ে কইলো,Sylhet
সবাই তাকিয়ে দেখল,হক্কলে চাই রইলো,Sylhet
আমগাছে প্রচুর মুকুল এসেছে,আমগাছ-ও যত মুকুল আইছে,Sylhet
সাদা মুকুলে আমগাছের সবুজ পাতা ঢাকা পড়েছে,সাদা মুকুল দিয়া আমগাছ ওর সবুজ পাতাও ঢাকি গেছে,Sylhet
তাঁর বয়স কম-বেশি সত্তর বছর,তাঁইন ওর বয়স কমবেশি সত্তইর বছর,Sylhet
তিনি ওদের কথা শুনে বললেন,তাইন হেরার মাত হুনিয়া কইলা,Sylhet
ও ঠিকই বলেছে,হে ঠিক ওউ মাতছে,Sylhet
"যে বছর ধান ভালো হয়, সে বছর আমের ফলনও ভালো হয়","যে বছরও ধান বালা ওয়, ওউ বছরব আম ওর ফলনও বালা ওয়",Sylhet
"সবাই যখন পড়তে বসে, রাজীব তখন ঘুমায়","হকল যখন পড়াত বয়, রাজীব তখন ঘুমায়",Sylhet
"সবাই যখন পড়তে বসে, আমি তখন ঘুমাই","হকল যখন পড়াত বয়, আমি তখন ঘুমাই",Sylhet
আমি সকালে দেড়ি করে ঘুম থেকে উঠি ,আমি সকাইলকু দেরি করি ঘুম তনে উঠি,Sylhet
আমি  ঠিকই বলেছি,আমি ঠিক ওউ কইছি,Sylhet
ভাই তখন পড়তে বসে,ভাই তখন পড়াত বয়,Sylhet
আমি সকাালে পড়তে বসি ,আমি সকাইলকু পড়াত বই,Sylhet
আজকাল কী যে করছে ছেলেটা,আইজকাইল কিতা যে করের ফুয়াগুয়ে!,Sylhet
বয়স সবে চার বছর পূর্ণ হলো,বয়স মাত্র চাইর বছর ওইলো,Sylhet
সবকিছুতেই তার এলোমেলো আচরণ,হকলতাত ওউ তার উলটপালট মাত কথা,Sylhet
বাবা একদিন কথায় কথায় মাকে বললেন,বাবায় একদিন মাতে মাতে মা-রে কইলা,Sylhet
ছেলেটার সব কাজ এমন এলোমেলো হচ্ছে কেন?,ফুয়াগুর হকল কাম ওলা উলটপালট ওইরো কিতার লাগি?,Sylhet
মেয়েটার সব কাজ এমন এলোমেলো হচ্ছে কেন?,ফুরিগুর হকল কাম ওলা উলটপালট ওইরো কিতার লাগি?,Sylhet
সব কাজ তো এলোমেলো হচ্ছে না,হকল কাম তো উলটপালট ওইরো না,Sylhet
আমি খাইয়ে দিলে রাজীব সময়মতো খায়,আমি খাওয়াইয়া দিলে রাজীব সময়মতোউ খায়,Sylhet
মার কথা শুনে বাবা হাসলেন,মা'র মাত হুনিয়া বাবায় হাসলা,Sylhet
"আরেকটু বড়ো হলে কী করবে, সেটাই দেখার বিষয়",আর থুরা বড় ওইলে কিতা করবো ওটাউ দেখার বিষয়,Sylhet
আরেকটু বড়ো হলে কী করবে ?,আর থুরা বড় ওইলে কিতা করবো?,Sylhet
"তখন সময়মতো পড়বে, ঘুমাবে, আর খেলবে","ওউ সময়মতোউ পড়বো, ঘুমাইবো আর খেলবো",Sylhet
দাদির কাছে একটা পুরাতন সিন্দুক আছে,দাদির ধারো একগু ফুরান সিন্দুক আছে,Sylhet
সেই সিন্দুক সবসময়ে তালা দিয়ে আটকানো থাকে,ওউ সিন্দুক হকল সময় ওউ তালা দিয়া আটকানি থাকে,Sylhet
বহুদিন ধরে ওটা খোলা হয় না,বাক্কা দিন ধরি ওগু খোলা ওয় না,Sylhet
এই সিন্দুকের ভেতরে কী আছে?,ওউ সিন্দুক ওর ভিতরে কিতা আছে?,Sylhet
দাদি অবাক চোখে আমার দিকে তাকালেন,দাদিয়ে অবাক চউখে আমার বায়দি চাইলা,Sylhet
চাবি দিয়ে তালা খোলার পর সব দেখতে পাবে,চাবি দিয়া তালা খোলা বাদে সবতা দেখতে ফারবায়,Sylhet
"আমার, আর তোমার মার অনেক গয়না আছে",আমার আর তোমার মা'র বউত গয়না আছে,Sylhet
বাজার থেকে চাবি বানানোর লোক আনালেন,বাজার তনে চাবি বানানির মানুষ আনাইলা,Sylhet
তিশার জন্য সিন্দুক খোলা হলো,তিশার লাগি সিন্দুক খোলা ওইলো,Sylhet
পলাশের নানা ও নানি একইদিনে মারা যান,পলাশ ওর নানা আর নানী একই দিনেউ মারা গেছোইন,Sylhet
নানার কঠিন অসুখ হয়েছিল,নানার জটিল অসুখ আছলো,Sylhet
অসুখে তিনি কয়েক বছর ভুগেছিলেন,অসুখে তাইন কয়েক বছর ধরি ভোগরা,Sylhet
তাঁকে হাসপাতালে নেওয়া হয়েছিল,তাঁনরে হাসপাতাল-ও নেওয়া ওইছিল,Sylhet
কিন্তু বাঁচানো যায়নি,কিন্তু বাচানি গেছে না,Sylhet
বেশ কয়েকদিন পলাশের মন খুব খারাপ ছিল,বাক্কা কতদিন পলাশ ওর খুব মন খারাপ আছলো,Sylhet
বেশ কয়েকদিন আমার মন খুব খারাপ ছিল,বাক্কা কতদিন আমার খুব মন খারাপ আছলো,Sylhet
তাই তখন সে কারও সাথে কথা বলত না,ওতার লাগি ওউ সময় হে কেউর লগে মাত্তো না,Sylhet
মানুষের বার্ধক্য আর মৃত্যুকে ঠেকানো যায় না,মাইনষ'র বার্ধক্য আর মরণরে আটকানি যায় না,Sylhet
তবু প্রতিটি মৃত্যু মানুষকে কষ্ট দেয়,তেও সব মরণ এউ মাইনষরে কষ্ট দেয়,Sylhet
শেষ বলে ছয় মেরে বাংলাদেশ জিতে গেল,শেষ বল-ও ছক্কা মারিয়া বাংলাদেশ জিতি গেলো,Sylhet
আহ্! কী চমৎকার খেলাই না দেখলাম,এরেহ! কি বেশেবা খেলাটাউ না দেখলাম!,Sylhet
"ছোটো বোন চিৎকার দিয়ে উঠল, দারুণ","ছোট বইনে চিল্লাইয়া উঠলো, দারুণ",Sylhet
"বাহ্, এমন খেলা বহুদিন দেখিনি","বাহ্, ওলা খেলা বউত দিন দেখছি না",Sylhet
"আহা! যারা হেরে গেল, ওদের মনে অনেক কষ্ট","এহে রে! যারা হারি গেলো, হেরার মন-ও কত কষ্ট",Sylhet
খেলায় হারজিত থাকতেই পারে,খেলাত হারা জুতা থাকতেউ ফারে,Sylhet
আরে! এর মধ্যেই দেখি বিজয় মিছিল শুরু হয়ে গেছে,আরেহ! এর মাঝেউ দেখি বিজয় ওর মিছিল আরম্ব ওই গেছে,Sylhet
বাপরে বাপ! কত বড়ো মিছিল,বাফরে বাফ! যে বড় মিছিল,Sylhet
একটি শব্দের অনেক রকম অর্থ থাকতে পারে,একটা শব্দ'র বউত লাকান অর্থ থাকতো ফারে,Sylhet
আম পাকে বৈশাখে কুল পাকে ফাগুনে,আম পাকে বৈশাখ'ও আর বরই পাকে ফাল্গুন-ও,Sylhet
কাঁচা ইট পাকা হয় পোড়ালে তা আগুনে,কাঁচা ইট আগুন-ও পোড়াইয়া পাকানি ওয়,Sylhet
"রোদে জলে টিকে রং, পাকা কই তাহারে","রইদও জ্বলিয়া রঙ টিকে, আর পাকনা ওই ওগুরে",Sylhet
ফলারটি পাকা হয় লুচি দই আহারে,"ফলারগুন পাকিয়া দই লুচি, এরেহ",Sylhet
চুল পাকে বয়সে,বয়স বাড়ি গেলে চুল পাকে,Sylhet
পাকা ছেলে বেশি কথা কয় সে,পাকনা ফুয়া ওগুয়ে বেশি মাতে,Sylhet
কান পাকে ফোড়া পাকে,গুটা পাকলে কান-ও পাকে,Sylhet
বুদ্ধি পাকিয়ে তোলে লেখাপড়া গিলিয়ে,পড়া গিলাইয়া বুদ্ধি পাকানি ওয়,Sylhet
কথা যার পাকা নয় কাজে তার ঠনঠন,যেগুর মাত কথা পাকনা নায় ওগুর কাজ বালা,Sylhet
অনেক দূরের পথ,বউত দূর ওর রাস্তা,Sylhet
বাসে করেই তাঁকে রওনা দিতে হলো,বাসও কইরাউ তাঁন রওয়ানা দেওয়া লাগলো,Sylhet
"বাস থেকে যখন নামলেন, তখন সকাল হয়ে গেছে","বাস তাকি যখন নামছিলা, তখন সকাল ওই গেছিল",Sylhet
সকাল হয়ে গেছে,সকাল ওই গেছে,Sylhet
একটা ভালো কাজ করতে পারবেন,একটা বালা কাম করতা ফারবা নি,Sylhet
তোমাদের কারো বিশ্বাস হবে না,তোমরার কেউর বিশ্বাস ওইতো নায়,Sylhet
কথাটি তোমাদের কারো বিশ্বাস হবে না,কথা ওগু তোমরা কেউর ওউ বিশ্বাস ওইতো নায়,Sylhet
অনেকগুলো নতুন বই দেখে  আমি অবাক হয়ে বললাম,বাক্কা কতটা নয়া বই দেখিয়া আমি অবাক ওই গেছি,Sylhet
আপনি কি আমাদের বাড়িতে এসেছেন,আফনে কিতা আমরার বাড়ি আইছইন নি,Sylhet
তিনি আমার কথার জবাবে কিছু বললেন না,তাইন আমার মাত ওর জবাবে কুন্তাউ কইলা না,Sylhet
তিনি আমার কথার জবাবে ছোটো করে বললেন হ্যাঁ,তাইন আমার মাত ওর জবাবে আস্তে করি ওয় কইলা,Sylhet
বইগুলোর দিকে তাকিয়ে ছিলাম,বই ওকলতোর বায়দি চাই রইছলাম,Sylhet
শুধু তাঁর হাতের দিকে তাকিয়ে ছিলাম,খালি তাঁন হাত ওর বায়দি চাই রইছলাম,Sylhet
কেন তা কি জানতে পারি? ,কিতার লাগি ওকটা জানতাম ফারি নি?,Sylhet
পরে আমরা লাইব্রেরি দেখতে যাই,বাদে আমরা লাইব্রেরি দেখাত গেছলাম,Sylhet
"খুবই বড়ো লাইব্রেরি সন্দেহ নেই, ব্যবস্থাও খুব ভালো","বাক্কা বড় লাইব্রেরি সন্দেহ নাই, ব্যবস্থাও খুব বালা",Sylhet
রিডিং রুমগুলো ভাগ ভাগ করা রয়েছে,রিডিং রুম ওকলও ভাগ ভাগ করা ওইছে,Sylhet
শিক্ষকরাও তাদের সাথে আছেন,শিক্ষকরাও তারার লগে আছোইন,Sylhet
যাওয়ার সাথে সাথে কী একটা শব্দ করল,যাওয়ার লগে লগেউ কিলা একটা সব্দ করলো,Sylhet
আর সকল ছেলেমেয়ে লাইন বেঁধে দাঁড়িয়ে গেল,আর হকল ফুয়া ফুরিন্তে লাইন বান্দিয়া উবাই গেলো,Sylhet
আমরা সালাম গ্রহণ করলাম,আমরা সালাম লইলাম,Sylhet
তারা স্লোগান আরম্ভ করল,হেরা স্লোগান আরম্ব করলো,Sylhet
আমরা বিদায় নিয়ে চলে এলাম,আমরা বিদা লইয়া আই গেলাম,Sylhet
আমি সাগর পাড়ি দেবো,আমি সমুদ্র পাড়ি দিমু,Sylhet
সব দিনের মতো সেদিনও ওরা খেলতে গিয়েছিল,হকল দিন ওর লাকান ওদিনও হেরা খেলাত গেছিল,Sylhet
কয়েকজন লোক ফিতা নিয়ে মাপজোখ করছে,কতলা মাইনষে ফিতা লইয়া মাপাজোখ করলো,Sylhet
একজনের হাতে আবার মোটা একটা খাতা,একগুর হাত-ও আবার মোটা একগু খাতা,Sylhet
সেখানে কলম দিয়ে কীসব টুকে রাখছে,হনো কলম দিয়া কিতা জানি লেখিয়া রাখের,Sylhet
"কী করছে, তা তো জানি না",কিতা করছে ইকান তো আর জানিয়ার না,Sylhet
কয়েকজন একসঙ্গে বলে ওঠে,কতগুয়ে একলগে কইয়া উঠলো,Sylhet
বদলে যাচ্ছে আমাদের খেলার মাঠটা তাই না?,বদলি যাইরো আমরার খেলার মাঠ নায় নি?,Sylhet
কোন বিষয় নিয়ে আমার রাগ থাকলে আমি কিছু বললেও উনি চুপ করে থেকে আমাকে বুঝায়,কুন্তা লইয়া আমার রাগ থাকলে আমি কুন্তা মাতলেও তাইন চুপ করি থাকিয়া আমারে বুঝাইন,Sylhet
নিজেকে উনি দূর্বল ভেবে এমন করে ,নিজেরে তাইন দূর্বল ভাবিয়া ওতা করোইন,Sylhet
উনি মানুষটাই এমন সবাই বলে অনেক ভাগ্য করে নাকি এমন স্বামী পাইছি,"তাইন মানুষটাউ ওলা, হকলে কয় বউত ভাইগ্য করিয়া বুলে ওলা জামাই ফাইছি",Sylhet
আসলেই মানুষটার প্রতি আমি মুগ্ধ,হাছাউ মানুষটার লাগি আমি মুগ্ধ,Sylhet
এই মুগ্ধতায় বিভোর থাকতে চাই আমি আজীবন,ওউ মুগ্ধতাত ডুবি থাকতে চাই হারা জীবন,Sylhet
স্বামীর প্রতি আমার বিন্দুমাত্র কোন অভিযোগ নেই,জামাইর লাগি আমার এক ফোটা কোন অভিযোগ-ও নাই,Sylhet
চলো একদিন দেখা করি পুরো শহর রিক্সায় ঘুরবো,চলো তে একদিন দেখা করি পুরা শহর রিক্সা দিয়া ঘুরি,Sylhet
এর মাঝখানে চাকরির পড়াশোনায় বেশ খানিকটা ক্ষতি হয়ে যায়,এর মাঝে দিয়া চাকরির পড়ার লাগি বাক্কা ক্ষতি ওই গেলো,Sylhet
আমি আজকে কফি খাই নাই ,আমি আইজ কফি খাইছি না,Sylhet
আমার মাথায় অনেক ব্যাথা করছে ,আমার যে মাথা বেদনা করের,Sylhet
তোমার সৌন্দর্যে আমি মুগ্ধ,তুমিতাইন ওর সুন্দরতাত আমি মুগ্ধ,Sylhet
আমি আজকে সকালে তার সাথে কথা বলেছি ,আমি আইজ সকাইলকু তার লগে মাতছি,Sylhet
তুমি কি আমায় ঘুরতে নিয়ে যাবে? ,তুমিতাইন কিতা আমারে ঘুরানিত লইয়া যাইবায় নি?,Sylhet
আমার স্বামী ৩ বছর ধরে বিদেশে আছেন,আমার জামাই ৩ বছর তনে বিদেশ আছোইন,Sylhet
তুমি কি রাতে খেয়েছো ?,তুমিতাইন কিতা রাত্রে খাইছো নি?,Sylhet
আপনি কি রাতে খেয়েছেন ?,আফনে কিতা রাত্রে খাইছোইন নি?,Sylhet
ছেলেটির নানার বাড়ি বরিশালে,ফুয়া ওগুর নানার বাড়ি বরিশাল-ও,Sylhet
ছেলেটির গ্রামের বাড়ি রাজশাহীতে,ফুয়া ওগুর গ্রাম ওর বাড়ি রাজশাহীত,Sylhet
আমার ফেসবুক আইডিটা যদি চিড়িয়াখানা হতো,আমার ফেইসবুক আইডি ওগু যদি চিরিয়াখানা ওইতো,Sylhet
ঢাকার মিরপুরে কাল থেকে বিদ্যুৎ যাচ্ছে না কেন,ঢাকার মিরপুর-ও কাইল তনে কারেন্ট যাইরো না কিতার লাগি?,Sylhet
বিদ্যুৎ সমস্যার কি সমাধান হয়ে গেছে  ?,কারেন্ট সমস্যার কিতা সমাধান ওই গেছে নি?,Sylhet
পৃথিবীতে বাবার পরেই দ্বিতীয় বীর যোদ্ধা হলেন বড়ভাই,দুইন্নাইত বাবার বাদেউ দুই নাম্বারে বীর যোদ্ধা ওইলা বড়ভাই,Sylhet
 আমার খিদে পেয়েছে,আমার খুদা লাগছে,Sylhet
 সামনে কোরবানি ঈদ আসছে,সামনে কোরবানি ঈদ আইরো,Sylhet
কোরবানি ঈদ হলো ইসলামিক ধর্মের একটি প্রধান উৎসব,কোরবানি ঈদ ওইলো ইসলামিক ধর্মের একটা প্রধান উৎসব,Sylhet
রেগে গেলেন তো হেরে গেলেন,রাগি গেলা তো হারি গেলা,Sylhet
সুস্থ দেহ ও প্রশান্ত মন একজন মানুষের সব থেকে বড় সম্পদ,সুস্থ শরীর আর প্রশান মন ওইলো একটা মানুষ ওর সব তাকি বড় সম্পদ,Sylhet
আমার কাজ ও ব্যস্ততা বাড়ছে,আমার কাজ আর ব্যস্ততা আরো বাড়ছে,Sylhet
অন্যের দোষ সহজেই খুঁজে পাওয়া যায়,আরেকগুর দোষ সহজেউ খুজিয়া ফাওয়া যায়,Sylhet
নিজের দোষ খুঁজে পাওয়া খুব কষ্টকর,নিজ ওর দোষ খুজিয়া ফাওয়া যে কষ্ট'র,Sylhet
প্রতিদিন আমি কিছু না কিছু শিখবো,ফত্যেক দিন আমি কুন্তা নায় কুন্তা শিখমু ওউ,Sylhet
সুখী হতে হলে অপ্রয়োজনীয় অনেক কিছু ভুলে যেতে হয়,সুখী ওয়ার লাগি আনা দরকারী বউত্তাউ বুলি যাইতে ওয়,Sylhet
সবাই ভালোবাসা পেতে চায়,হকলেউ ভালোবাসা ফাইতো চায়,Sylhet
দৃষ্টিভঙ্গি বদলালে জীবন বদলে যাবে,চউখ ওর চাওয়া বদলাইলে জীবন বদলি যাইবো,Sylhet
আজ ছুটির দিন,আইজ ছুটির দিন,Sylhet
 সবার জীবনে একটি লক্ষ্য থাকতে হবে,হকল জীবন ওর ওউ একটা লক্ষ্য থাকা লাগবো,Sylhet
 লক্ষ্য ঠিক করে আমরা জীবনে এগিয়ে যেতে পারি,লক্ষ্য ঠিক করিয়া আমরা জীবন-ও আজ্ঞাই যাইতাম ফারি,Sylhet
সবাইকে স্বাগতম,হকলরে স্বাগতম,Sylhet
কেরোসিন তেলের দাম কমার ফলে অক্টোবরে চাহিদা কিছুটা বেড়েছিল,খেরাসিন তেলর দাম কমি যাওয়ায় অক্টোবরো চাহিদা বাক্কা বাড়ছিল,Sylhet
প্রতিদিন অন্তত একটি পেয়ারা করে খেলে পেতে পারেন অনেক উপকার, ফত্তেখদিন নাওয় এখান খরি হফরি খাইলে বাক্কা উফকার পাইতা পারইন,Sylhet
বিভিন্ন ফলের মধ্যে পেয়ারা অন্যতম জনপ্রিয় ফল,বউত জাত ফলর মাঝে হফরি মাইনশর বেতালা ফছন্দর ফল,Sylhet
ওজন কমানোর জন্য পেয়ারা অত্যন্ত উপকারী,ওজন খমানির লাগি হফরি খুব উফকারি,Sylhet
গরমের দিনে তাজা নারিকেল পান করা খুব আনন্দদায়ক,গরমর দিনে হাজম ডাবর পানি খাওয়া বাক্কা মজার,Sylhet
আমার বাড়ীর পিছনে অনেক বড় একটি নারিকেল গাছ আছে,মোর বাড়ির ফিছে দি বাক্কা বড় এখান নাইরকেল গাছ আছে,Sylhet
রান্নাঘরে কে দাড়িয়ে আছে ?, পাকগরো খে উবানি?,Sylhet
মাটির পাতিল গুলা অনেক সুন্দর,মাটির ফাতিল ইতা বাক্কা সুন্দর,Sylhet
মোরগের মাংস দিয়ে ভাত খেতে আমার অনেক ভালো লাগে,মুরগর গুস্ত দিয়া ভাত খাইতে মোর খুব ভালা লাগে,Sylhet
শিমের তরকারী ডিয়ে ভাত খেতে আমার ভালো লাগে না, উরির তারকারি দিয়া ভাত খাইতে মোর ভালা লাগে না,Sylhet
পেঁপে খেতে অনেক সুস্বাদু,কয়ফল খাইতে অনেখ মজা,Sylhet
পেঁপে বাংলাদেশের একটি জনপ্রিয় ফল,কয়ফল বাংলাদেশর এখটা জনপ্রিয় ফল ,Sylhet
গ্রাম থেকে শহরে আসার সময় অনেক গুলা জাম্বুরা কিনে আনবা,গাউ থাকি শহরো আওয়ার সময় বাক্কা কিছু মাতু কিনিয়া আনমু,Sylhet
তুমি কি জামরুল খাও?,তুমি কিতা জামরুল খাও নি?,Sylhet
